_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address Zip Code,Parcel Address,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Estimated Total GHG Emissions (kgCO2e)
1504,104718,402128010.0,NORTHEASTERN UNIVERSITY,105-107 Forsyth St,2115.0,105 157 Forsyth St,2115.0,65110.0,Office,"Office , Laboratory ",,,,,,,,,,,,,,,,
1505,104719,402128010.0,NORTHEASTERN UNIVERSITY,115 Forsyth St,2115.0,105 157 Forsyth St,2115.0,49304.0,College/University,College/University ,,,,,,,,,,,,,,,,
1506,104720,402128010.0,NORTHEASTERN UNIVERSITY,43 Leon St,2115.0,105 157 Forsyth St,2115.0,54883.0,Office,Office ,,,,,,,,,,,,,,,,
1507,104721,402128010.0,NORTHEASTERN UNIVERSITY,11 Leon St,2115.0,105 157 Forsyth St,2115.0,114329.0,College/University,"College/University , Laboratory ",,,,,,,,,,,,,,,,
1508,104722,402128010.0,NORTHEASTERN UNIVERSITY,41 Leon St,2115.0,105 157 Forsyth St,2115.0,6815.0,Energy/Power Station,Energy/Power Station ,,,,,,,,,,,,,,,,
1509,104723,402128010.0,NORTHEASTERN UNIVERSITY,39-41 Leon St,2115.0,105 157 Forsyth St,2115.0,73758.0,Office,Office ,,,,,,,,,,,,,,,,
1510,104724,402128010.0,NORTHEASTERN UNIVERSITY,35-37 Leon St,2115.0,105 157 Forsyth St,2115.0,33101.0,Office,Office ,,,,,,,,,,,,,,,,
1511,104725,402129000.0,NORTHEASTERN UNIVERSITY,416 Huntington Ave,2115.0,416 Huntington Av,2115.0,61112.0,College/University,College/University ,,,,,,,,,,,,,,,,
1512,104726,402129000.0,NORTHEASTERN UNIVERSITY,55 Forsyth St,2115.0,416 Huntington Av,2115.0,14987.0,College/University,College/University ,,,,,,,,,,,,,,,,
1513,104728,402129000.0,NORTHEASTERN UNIVERSITY,420 Huntington Ave,2115.0,416 Huntington Av,2115.0,32515.0,Office,Office ,,,,,,,,,,,,,,,,
1514,104729,402129000.0,NORTHEASTERN UNIVERSITY,45 Forsyth St,2115.0,416 Huntington Av,2115.0,28378.0,College/University,College/University ,,,,,,,,,,,,,,,,
1515,104730,402129000.0,NORTHEASTERN UNIVERSITY,65 Forsyth St,2115.0,416 Huntington Av,2115.0,63383.0,College/University,College/University ,,,,,,,,,,,,,,,,
1516,104731,402222010.0,NORTHEASTERN UNIVERSITY,440 Huntington Ave,2115.0,450 510 Parker St,2115.0,174307.0,College/University,College/University ,,,,,,,,,,,,,,,,
1517,104732,402222010.0,NORTHEASTERN UNIVERSITY,460 Parker St,2115.0,450 510 Parker St,2115.0,90039.0,Residence Hall/Dormitory,Residence Hall/Dormitory ,,,,,,,,,,,,,,,,
1518,104733,402222010.0,NORTHEASTERN UNIVERSITY,35 Tavern Rd,2115.0,450 510 Parker St,2115.0,133981.0,Residence Hall/Dormitory,Residence Hall/Dormitory ,,,,,,,,,,,,,,,,
1519,104735,402222010.0,NORTHEASTERN UNIVERSITY,40 Leon St,2115.0,450 510 Parker St,2115.0,145039.0,Residence Hall/Dormitory,Residence Hall/Dormitory ,,,,,,,,,,,,,,,,
1520,104736,402222010.0,NORTHEASTERN UNIVERSITY,50 Leon St,2115.0,450 510 Parker St,2115.0,114058.0,Residence Hall/Dormitory,Residence Hall/Dormitory ,,,,,,,,,,,,,,,,
1521,104737,402222010.0,NORTHEASTERN UNIVERSITY,10-20 Leon St,2115.0,450 510 Parker St,2115.0,124176.0,College/University,College/University ,,,,,,,,,,,,,,,,
1522,104738,402222010.0,NORTHEASTERN UNIVERSITY,30 Leon St,2115.0,450 510 Parker St,2115.0,124572.0,Laboratory,Laboratory ,,,,,,,,,,,,,,,,
1523,104740,402222010.0,NORTHEASTERN UNIVERSITY,480 Parker St,2115.0,450 510 Parker St,2115.0,92569.0,Residence Hall/Dormitory,Residence Hall/Dormitory ,,,,,,,,,,,,,,,,
1524,104741,402236000.0,NORTHEASTERN UNIVERSITY,360 Huntington Ave,2115.0,360 402 Huntington Av,2115.0,113827.0,College/University,"College/University , Laboratory ",,,,,,,,,,,,,,,,
1525,104743,402236000.0,NORTHEASTERN UNIVERSITY,400 Huntington Ave,2115.0,360 402 Huntington Av,2115.0,252295.0,Fitness Center/Health Club/Gym,"Heated Swimming Pool , Fitness Center/Health Club/Gym ",,,,,,,,,,,,,,,,
1526,104744,402236000.0,NORTHEASTERN UNIVERSITY,376 Huntington Ave,2115.0,360 402 Huntington Av,2115.0,245993.0,College/University,College/University ,,,,,,,,,,,,,,,,
1527,104745,402236000.0,NORTHEASTERN UNIVERSITY,70 Forsyth St,2115.0,360 402 Huntington Av,2115.0,87454.0,College/University,"College/University , Laboratory ",,,,,,,,,,,,,,,,
1528,104746,402236000.0,NORTHEASTERN UNIVERSITY,110 Forsyth St,2115.0,360 402 Huntington Av,2115.0,71374.0,Laboratory,Laboratory ,,,,,,,,,,,,,,,,
1529,104747,402236000.0,NORTHEASTERN UNIVERSITY,120 Forsyth St,2115.0,360 402 Huntington Av,2115.0,138764.0,Laboratory,Laboratory ,,,,,,,,,,,,,,,,
1530,104748,402236000.0,NORTHEASTERN UNIVERSITY,380 Huntington Ave,2115.0,360 402 Huntington Av,2115.0,56277.0,College/University,"Restaurant , College/University ",,,,,,,,,,,,,,,,
1531,104749,402236000.0,NORTHEASTERN UNIVERSITY,288 Saint Botolph St,2115.0,360 402 Huntington Av,2115.0,28043.0,College/University,College/University ,,,,,,,,,,,,,,,,
1532,104750,402236000.0,NORTHEASTERN UNIVERSITY,324 Huntington Ave,2115.0,360 402 Huntington Av,2115.0,85826.0,College/University,College/University ,,,,,,,,,,,,,,,,
1533,104751,402236000.0,NORTHEASTERN UNIVERSITY,330 Huntington Ave,2115.0,360 402 Huntington Av,2115.0,136349.0,Laboratory,Laboratory ,,,,,,,,,,,,,,,,
1534,104752,402236000.0,NORTHEASTERN UNIVERSITY,336 Huntington Ave,2115.0,360 402 Huntington Av,2115.0,53286.0,College/University,College/University ,,,,,,,,,,,,,,,,
1535,104753,402236000.0,NORTHEASTERN UNIVERSITY,346 Huntington Ave,2115.0,360 402 Huntington Av,2115.0,88430.0,College/University,"Restaurant , College/University ",,,,,,,,,,,,,,,,
1536,104754,402236000.0,NORTHEASTERN UNIVERSITY,370 Huntington Ave,2115.0,360 402 Huntington Av,2115.0,110515.0,College/University,"College/University , Laboratory ",,,,,,,,,,,,,,,,
1537,104755,402236000.0,NORTHEASTERN UNIVERSITY,334 Huntington Ave,2115.0,360 402 Huntington Av,2115.0,82160.0,Laboratory,Laboratory ,,,,,,,,,,,,,,,,
1538,104756,402236000.0,NORTHEASTERN UNIVERSITY,104 Forsyth St,2115.0,360 402 Huntington Av,2115.0,3418.0,College/University,College/University ,,,,,,,,,,,,,,,,
1539,104757,402245034.0,NORTHEASTERN UNIVERSITY,320 Huntington Av,2115.0,320 Huntington Av,2115.0,81867.0,College/University,College/University ,,,,,,,,,,,,,,,,
1540,104758,402248000.0,NORTHEASTERN UNIVERSITY,10 Gainsborough St,2115.0,10 Gainsborough St,2115.0,40000.0,Office,Office ,,,,,,,,,,,,,,,,
1541,104759,402262000.0,NORTHEASTERN UNIVERSITY,238-262 Saint Botolph St,2115.0,238 262 St Botolph St,2115.0,156860.0,Indoor Arena,Indoor Arena ,,,,,,,,,,,,,,,,
1563,104792,602674001.0,NSTAR ELECTRIC COMPANY,5 Seafood Wy,2210.0,5 Seafood Wy,2210.0,27000.0,Other - Utility,Other - Utility ,,,,,,,,,,,,,,,,
5060,104801,800711000.0,NUEVAVIDA INC,8 Dunmore St,2119.0,257 263 Eustis St,2119.0,,,,,,,,,,,,,,,,,,,
5061,104802,800711000.0,NUEVAVIDA INC,263 Eustis St,2119.0,257 263 Eustis St,2119.0,,,,,,,,,,,,,,,,,,,
2712,104805,702836000.0,O'CONNOR SENIOR HOUSING LLC,5 Major Michael J O'Connor Way,2127.0,5 Oconnor Wy,2127.0,40818.0,Multifamily Housing,Multifamily Housing ,,,,,,,,,,,,,,,,
5062,104806,2101569000.0,OAK HILL PROPERTIES LLC MASS LLC,202-204 Harvard Ave,2134.0,204 202 Harvard Av,2134.0,,,,,,,,,,,,,,,,,,,
3962,104812,504225000.0,OFFSITE REAL ESTATE LLC,1282 Boylston St,2215.0,1284 1282 Boylston St,2215.0,,,,,,,,,,,,,,,,,,,
3963,104813,700538012.0,OLD COLONY REVITALIZATION CORPORATION,20 Rev Richard A Burke,2127.0,20 Rev Richard A Burke,2127.0,,,,,,,,,,,,,,,,,,,
3964,104814,700539002.0,OLD COLONY REVITALIZATION CORPORATION,20 Rev Richard A Burke,2127.0,20 Rev Richard A Burke,2127.0,,,,,,,,,,,,,,,,,,,
3965,104816,700540230.0,OLD COLONY REVITILIZATING,20 Patterson Wy,2127.0,20 Patterson Wy,2127.0,,,,,,,,,,,,,,,,,,,
3966,104817,700540160.0,OLD COLONY REVITILZATION,35 Patterson Wy,2127.0,35 Patterson Wy,2127.0,,,,,,,,,,,,,,,,,,,
5063,104818,302110000.0,OLD NORTH STEEPLE CONDO TR,179-181A Salem St,2113.0,53 55 Tileston St,2113.0,,,,,,,,,,,,,,,,,,,
3967,104820,504203000.0,OLDE TOWN TEAM REALTY TRUST,24 Jersey St,2215.0,24 Jersey St,2215.0,,,,,,,,,,,,,,,,,,,
5064,104821,1400679010.0,OLDFIELDS LLC,109 Stanwood St,2121.0,109 Stanwood St,2121.0,,,,,,,,,,,,,,,,,,,
3968,104823,304694000.0,OLLIVIERRE HERBERT TRSTS,8-10 Beacon St,2108.0,10 8 Beacon St,2108.0,,,,,,,,,,,,,,,,,,,
3969,104825,1405198600.0,OLMSTED GREEN CONDOMINIUM TRUST,1-9 Falcon Ln,2126.0,Morton St,2126.0,,,,,,,,,,,,,,,,,,,
3970,104826,1405198600.0,OLMSTED GREEN CONDOMINIUM TRUST,26-34 Blue Jay Cir,2126.0,Morton St,2126.0,,,,,,,,,,,,,,,,,,,
3971,104827,1405198600.0,OLMSTED GREEN CONDOMINIUM TRUST,4-16 Blue Jay Cir,2126.0,Morton St,2126.0,,,,,,,,,,,,,,,,,,,
3972,104828,1405198600.0,OLMSTED GREEN CONDOMINIUM TRUST,18-20 Blue Jay Cir,2126.0,Morton St,2126.0,,,,,,,,,,,,,,,,,,,
3973,104829,1405198600.0,OLMSTED GREEN CONDOMINIUM TRUST,22-24 Blue Jay Cir,2126.0,Morton St,2126.0,,,,,,,,,,,,,,,,,,,
3974,104830,1405198600.0,OLMSTED GREEN CONDOMINIUM TRUST,2-6 W Main St,2126.0,Morton St,2126.0,,,,,,,,,,,,,,,,,,,
3975,104831,1405198600.0,OLMSTED GREEN CONDOMINIUM TRUST,8-10 W Main St,2126.0,Morton St,2126.0,,,,,,,,,,,,,,,,,,,
3976,104832,1405198600.0,OLMSTED GREEN CONDOMINIUM TRUST,12-14 W Main St,2126.0,Morton St,2126.0,,,,,,,,,,,,,,,,,,,
3977,104833,1405198600.0,OLMSTED GREEN CONDOMINIUM TRUST,16-28 W Main St,2126.0,Morton St,2126.0,,,,,,,,,,,,,,,,,,,
3978,104834,1405198600.0,OLMSTED GREEN CONDOMINIUM TRUST,525 Harvard St,2126.0,Morton St,2126.0,,,,,,,,,,,,,,,,,,,
3979,104835,1405198600.0,OLMSTED GREEN CONDOMINIUM TRUST,527 Harvard St,2126.0,Morton St,2126.0,,,,,,,,,,,,,,,,,,,
3980,104848,301634000.0,OLYMPIA GROUP LP MASS LP,129-131 Portland St,2114.0,129 131 Portland St,2114.0,,,,,,,,,,,,,,,,,,,
5065,104849,1813013010.0,OMB SPRAGUE LLC,36 Sprague St,2136.0,36 40 Sprague St,2136.0,,,,,,,,,,,,,,,,,,,
5066,104850,1813013010.0,OMB SPRAGUE LLC,38-40 Sprague St,2136.0,36 40 Sprague St,2136.0,,,,,,,,,,,,,,,,,,,
3981,104853,401719000.0,ON THE FENS CONDO TR,70 Fenway,2115.0,74 70 Fenway St,2115.0,,,,,,,,,,,,,,,,,,,
3982,104859,401723000.0,ONE 03 HEMENWAY ST CONDO TR,103 Hemenway St,2115.0,103 Hemenway St,2115.0,,,,,,,,,,,,,,,,,,,
3983,104862,401707000.0,ONE 14 FENWAY INC THE,114 Fenway,2115.0,114 Fenway St,2115.0,,,,,,,,,,,,,,,,,,,
5067,104863,2010347000.0,ONE 16 SPRING ST CONDO TR,116 Spring St,2132.0,116 Spring St,2132.0,,,,,,,,,,,,,,,,,,,
5068,104866,304332000.0,ONE 20 LINCOLN STREET,118-128 Lincoln St,2111.0,118 128 Lincoln St,2111.0,,,,,,,,,,,,,,,,,,,
3984,104868,2101552000.0,ONE 234 COMMONWEALTH LLC MASS LLC,1236-1232 Commonwealth Ave,2134.0,1236 1232A Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
5069,104871,2101526000.0,ONE 318 COMMONWEALTH AVENUE,1318 Commonwealth Ave,2134.0,1318 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
5070,104872,2101050000.0,ONE 325 COMMONWEALTH AVENUE,1325 Commonwealth Ave,2134.0,1325 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
5071,104874,501339000.0,ONE 37 NEWBURY WORLDWIDE,137-141A Newbury St,2116.0,137 141A Newbury St,2116.0,,,,,,,,,,,,,,,,,,,
5072,104875,2102543000.0,ONE 37-141 CHISWICK CONDO TR,137-141 Chiswick Rd,2135.0,137 141 Chiswick Rd,2135.0,,,,,,,,,,,,,,,,,,,
5073,104877,2101413000.0,ONE 412 COMM AV CONDO TR,1412 Commonwealth Ave,2135.0,1412 Commonwealth Av,2135.0,,,,,,,,,,,,,,,,,,,
5074,104884,2102212000.0,ONE 738-1742 COMMONWEALTH,1742 Commonwealth Ave,2135.0,1742 1736 Commonwealth Av,2135.0,,,,,,,,,,,,,,,,,,,
5075,104885,2102207000.0,ONE 754-1762 COMMONWEALTH,1754 Commonwealth Ave,2135.0,1762 1754 Commonwealth Av,2135.0,,,,,,,,,,,,,,,,,,,
3985,104886,301600000.0,ONE 80 CANAL ASSOCIATES LLC MASS LLC,180 Canal St,2114.0,125 133 Causeway St,2114.0,,,,,,,,,,,,,,,,,,,
5076,104889,502658000.0,ONE 99 MARLBOROUGH CONDO TR,199 Marlborough St,2116.0,199 Marlborough St,2116.0,,,,,,,,,,,,,,,,,,,
5077,104890,500693000.0,ONE APPLETON LLC,439-441 Tremont St,2116.0,439 441 Tremont St,2116.0,,,,,,,,,,,,,,,,,,,
3986,104894,500105010.0,ONE CHARLES CONDOMINIUM,1 Charles St S,2116.0,1 Charles St South,2116.0,,,,,,,,,,,,,,,,,,,
5078,104897,501382000.0,ONE EIGHTY COMMONWEALTH AVE,180-182 Commonwealth Ave,2116.0,180 Commonwealth Av,2116.0,,,,,,,,,,,,,,,,,,,
5079,104898,305344100.0,ONE ELEVEN BEACH STREET LOFT,109-119 Beach St,2111.0,109 119 Beach St,2111.0,,,,,,,,,,,,,,,,,,,
3987,104905,502566000.0,ONE HUNDRED BEACON ST CONDO,100 Beacon St,2116.0,100 Beacon St,2116.0,,,,,,,,,,,,,,,,,,,
5080,104907,502532000.0,ONE HUNDRED ONE CHESTNUT,101 Chestnut St,2108.0,101 Chestnut St,2108.0,,,,,,,,,,,,,,,,,,,
3988,104908,402006000.0,ONE HUNDRED RIVERWAY CONDO TR,100-110 Riverway,2215.0,110 100 Riverway St,2215.0,,,,,,,,,,,,,,,,,,,
5081,104909,2101912000.0,ONE HUNDRED WASHINGTON CONDO,108 Washington St,2135.0,108 100 Washington St,2135.0,,,,,,,,,,,,,,,,,,,
3989,104918,504190000.0,ONE SIXTY IPSWICH INC,160-170 Ipswich St,2215.0,170 160 Ipswich St,2215.0,,,,,,,,,,,,,,,,,,,
5082,104919,304637010.0,ONE TRANSCRIPT LLC,322-328 Washington St,2108.0,322 328 Washington St,2108.0,,,,,,,,,,,,,,,,,,,
2714,104924,2100033000.0,ONE-10 PETERBOROUGH LP MASS LPS,110 Peterborough St,2215.0,110 Peterborough St,2215.0,39934.0,Multifamily Housing,Multifamily Housing ,,,1281507.9,,,,,,,,,,,,,
5083,104926,801038000.0,ONE-20 SOUTHAMPTON RLTY LLC MASS LLC,120 Southampton St,2118.0,130 120 Southampton St,2118.0,,,,,,,,,,,,,,,,,,,
5084,104928,1602331010.0,ONE-35 NEPONSET AV CONDO TR,135 Neponset Ave,2122.0,135 Neponset Av,2122.0,,,,,,,,,,,,,,,,,,,
3990,104929,1500553000.0,ONE-448 DOT AVE LLC A MASS LLC,1448-1454 Dorchester Ave,2122.0,1448 1454 Dorchester Av,2122.0,,,,,,,,,,,,,,,,,,,
5085,104937,700281000.0,ONE11 W EIGHTH STREET,111 W Eighth St,2127.0,111 W Eighth St,2127.0,,,,,,,,,,,,,,,,,,,
5086,104938,302370000.0,ONE15 SALEM ST CONDO TR,115-117 Salem St,2113.0,115 Salem St,2113.0,,,,,,,,,,,,,,,,,,,
5087,104940,2102094000.0,ONE686 COMMONWEALTH REALTY LLC,1686 Commonwealth Ave,2135.0,1686 Commonwealth Av,2135.0,,,,,,,,,,,,,,,,,,,
3991,104944,802511010.0,ORCHARD PARK,212-238 Dudley St,2119.0,Dudley St,2119.0,,,,,,,,,,,,,,,,,,,
3992,104945,802511010.0,ORCHARD PARK,103-105 Zeigler St,2119.0,Dudley St,2119.0,,,,,,,,,,,,,,,,,,,
3993,104946,802511010.0,ORCHARD PARK,109-111 Zeigler St,2119.0,Dudley St,2119.0,,,,,,,,,,,,,,,,,,,
3994,104947,802511010.0,ORCHARD PARK,115-117 Zeigler St,2119.0,Dudley St,2119.0,,,,,,,,,,,,,,,,,,,
3995,104948,802511010.0,ORCHARD PARK,121-123 Zeigler St,2119.0,Dudley St,2119.0,,,,,,,,,,,,,,,,,,,
3996,104949,802511010.0,ORCHARD PARK,97-99 Zeigler St,2119.0,Dudley St,2119.0,,,,,,,,,,,,,,,,,,,
3997,104950,802263010.0,ORCHARD PARK REVITILIZATION,288-298A Dudley St,2119.0,Dudley St,2119.0,,,,,,,,,,,,,,,,,,,
3998,104951,802263010.0,ORCHARD PARK REVITILIZATION,159-161 Eustis St,2119.0,Dudley St,2119.0,,,,,,,,,,,,,,,,,,,
3999,104952,802263010.0,ORCHARD PARK REVITILIZATION,163-167 Eustis St,2119.0,Dudley St,2119.0,,,,,,,,,,,,,,,,,,,
4000,104953,802263010.0,ORCHARD PARK REVITILIZATION,169-173 Eustis St,2119.0,Dudley St,2119.0,,,,,,,,,,,,,,,,,,,
4001,104955,2010343000.0,ORMISTON MARY TRSTS,9-11 Cass St,2132.0,5 17 Cass St,2132.0,,,,,,,,,,,,,,,,,,,
4002,104959,304483000.0,OXFORD PLACE ASSOCS,15 Oxford St,2111.0,13 17 Oxford St,2111.0,,,,,,,,,,,,,,,,,,,
5088,104960,1811886000.0,OZDEMIR SEFER TS,161 Reservation Rd,2136.0,161 Reservation Rd,2136.0,,,,,,,,,,,,,,,,,,,
5089,104962,1811887000.0,OZDEMIR SEFER TS,100-104 Business St,2136.0,100 104 Business St,2136.0,,,,,,,,,,,,,,,,,,,
4003,104964,1600358000.0,P L PROPERTIES LLC,76-80 Neponset Ave,2122.0,76 80 Neponset Av,2122.0,,,,,,,,,,,,,,,,,,,
4004,104965,1603982001.0,PA NEPONSET LLC A MASS LLC,367-371 Neponset Ave,2122.0,367 371 Neponset Av,2122.0,,,,,,,,,,,,,,,,,,,
4005,104966,304157000.0,PACIFIC DOLPHIN CORP,250 Franklin St,2110.0,27 47 Oliver St,2110.0,,,,,,,,,,,,,,,,,,,
4006,104970,2205024000.0,PAMA GARDENS REALTY TRUST,1-6 Pama Gdns,2135.0,218 232 Foster St,2135.0,,,,,,,,,,,,,,,,,,,
4007,104971,2205024000.0,PAMA GARDENS REALTY TRUST,218 Foster St,2135.0,218 232 Foster St,2135.0,,,,,,,,,,,,,,,,,,,
4008,104972,2205024000.0,PAMA GARDENS REALTY TRUST,222 Foster St,2135.0,218 232 Foster St,2135.0,,,,,,,,,,,,,,,,,,,
4009,104973,2205024000.0,PAMA GARDENS REALTY TRUST,228 Foster St,2135.0,218 232 Foster St,2135.0,,,,,,,,,,,,,,,,,,,
4010,104974,2205024000.0,PAMA GARDENS REALTY TRUST,232 Foster St,2135.0,218 232 Foster St,2135.0,,,,,,,,,,,,,,,,,,,
4011,104975,2205024000.0,PAMA GARDENS REALTY TRUST,2 Pama Gdns,2135.0,218 232 Foster St,2135.0,,,,,,,,,,,,,,,,,,,
4012,104976,2205024000.0,PAMA GARDENS REALTY TRUST,3 Pama Gdns,2135.0,218 232 Foster St,2135.0,,,,,,,,,,,,,,,,,,,
4013,104977,2205024000.0,PAMA GARDENS REALTY TRUST,5 Pama Gdns,2135.0,218 232 Foster St,2135.0,,,,,,,,,,,,,,,,,,,
4014,104978,2205024000.0,PAMA GARDENS REALTY TRUST,6 Pama Gdns,2135.0,218 232 Foster St,2135.0,,,,,,,,,,,,,,,,,,,
5090,104979,1101681000.0,PANGAEA HOLDINGS LP A MASS LP,72-76 Walnut Park,2119.0,72 76 Walnut Pk,2119.0,,,,,,,,,,,,,,,,,,,
5091,104980,600822000.0,PARACLETE FOUNDATION INC,207-209 E St,2127.0,207 209 E St,2127.0,,,,,,,,,,,,,,,,,,,
4015,104981,202125000.0,PARADIGM DIRECT ROLAND LLC,56 Roland St,2129.0,56 Roland St,2129.0,,,,,,,,,,,,,,,,,,,
4016,104989,1905052030.0,PARCEL U PHASE A LLC,143  171 Hyde Park Av,2130.0,143 171 Hyde Park Av,2130.0,,,,,,,,,,,,,,,,,,,
4017,104990,1905052040.0,PARCEL U PHASE B LLC,119  141 Hyde Park Av,2130.0,119 141 Hyde Park Av,2130.0,,,,,,,,,,,,,,,,,,,
5092,104992,106313000.0,PARIS VILLAGE LLC,191 Paris St,2128.0,191 Paris St,2128.0,,,,,,,,,,,,,,,,,,,
4018,104993,2001651000.0,PARISH EMANUEL W R,21 Stratford St,2132.0,Clement Av,2132.0,,,,,,,,,,,,,,,,,,,
5093,104994,1605351000.0,PARISH OF ALL SAINTS,211 Ashmont St,2124.0,211 Ashmont St,2124.0,,,,,,,,,,,,,,,,,,,
5094,104995,1809134000.0,PARISH OF CHRIST CHURCH,1220 River St,2136.0,1220 River St,2136.0,,,,,,,,,,,,,,,,,,,
4019,104996,502419000.0,PARISH OF THE ADVENT CHURCH,30 Brimmer St,2108.0,30 Brimmer St,2108.0,,,,,,,,,,,,,,,,,,,
5095,105001,504253000.0,PARK DRIVE CONDOMINIUM TR,65 Park Dr,2215.0,63 69 Park Dr,2215.0,,,,,,,,,,,,,,,,,,,
5096,105003,2100026000.0,PARK DRIVE INC,219 Park Dr,2215.0,219 223 Park Dr,2215.0,,,,,,,,,,,,,,,,,,,
5097,105005,101399100.0,PARK PLACE CONDO TR,10-12 Leverett Ave,2128.0,20 10 Leverett Av,2128.0,,,,,,,,,,,,,,,,,,,
5098,105006,101399100.0,PARK PLACE CONDO TR,14-16 Leverett Ave,2128.0,20 10 Leverett Av,2128.0,,,,,,,,,,,,,,,,,,,
5099,105007,101399100.0,PARK PLACE CONDO TR,18-20 Leverett Ave,2128.0,20 10 Leverett Av,2128.0,,,,,,,,,,,,,,,,,,,
5100,105008,2100885000.0,PARK PLACE CONDO TR,25 Park Vale Ave,2134.0,25 Park Vale Av,2134.0,,,,,,,,,,,,,,,,,,,
5101,105010,2100885000.0,PARK PLACE CONDO TR,37 Park Vale Ave,2134.0,25 Park Vale Av,2134.0,,,,,,,,,,,,,,,,,,,
5102,105012,2009216001.0,PARK PLACE CONDOMINIUM TR,1210 Vfw Pkwy,2132.0,1210 1218 Vfw Pw,2132.0,,,,,,,,,,,,,,,,,,,
5103,105013,2009216001.0,PARK PLACE CONDOMINIUM TR,1218 Vfw Pkwy,2132.0,1210 1218 Vfw Pw,2132.0,,,,,,,,,,,,,,,,,,,
4020,105014,304680000.0,PARK STREET CHURCH,3 Park St,2108.0,3 Park St,2108.0,,,,,,,,,,,,,,,,,,,
4021,105015,304677000.0,PARK STREET CONG SOCIETY,119 Tremont St,2108.0,119 Tremont St,2108.0,,,,,,,,,,,,,,,,,,,
4022,105016,502541000.0,PARK STREET KIDS INC,63-69 Brimmer St,2108.0,122 118 Chestnut St,2108.0,,,,,,,,,,,,,,,,,,,
5104,105024,2101467000.0,PARKVIEW PROPERTIES LLC,130 Brainerd Rd,2134.0,130 Brainerd Rd,2134.0,,,,,,,,,,,,,,,,,,,
5105,105025,2009158010.0,PARKWAY PROPERTY HOLDINGS  LLC,1190 Vfw Pkwy,2132.0,1190 Vfw Pw,2132.0,,,,,,,,,,,,,,,,,,,
4023,105027,2100465000.0,PARTNERS PROPERTIES LLC MASS LLC,16-22 Linden St,2134.0,20 14 Linden St,2134.0,,,,,,,,,,,,,,,,,,,
4024,105028,301598000.0,PASQUALE FAMILY LIMITED,113-117 Causeway St,2114.0,261 269 Friend St,2114.0,,,,,,,,,,,,,,,,,,,
5106,105029,302321000.0,PAUL REVERE CONDO ASSN INC,57-63 Prince St,2113.0,61 Prince St,2113.0,,,,,,,,,,,,,,,,,,,
5950,"105036, 105035",,,,,,,,,,,,,,,,,,,,,,,,,
5107,105039,801029000.0,PERRY 33 BRADSTON STREET LLC,33 Bradston St,2118.0,33 Bradston St,2118.0,,,,,,,,,,,,,,,,,,,
5108,105049,2100749000.0,PETERSON RUSSELL L TRSTS,1125 Commonwealth Ave,2134.0,1125 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
4025,105050,503817000.0,PETRUZZIELLO GINA L,371 Commonwealth Ave,2115.0,61 59 Massachusetts Av,2115.0,,,,,,,,,,,,,,,,,,,
4026,105051,1602418001.0,PF REDFIELD LLC MASS LLC,50 Redfield St,2122.0,50 Redfield St,2122.0,,,,,,,,,,,,,,,,,,,
4027,105052,306989000.0,PHIL C BRADLEY HOUSING,336 Shawmut Ave,2118.0,336 346 Shawmut Av,2118.0,,,,,,,,,,,,,,,,,,,
4028,105053,900091000.0,PHIL C BRADLEY HOUSING,610-610A Tremont St,2118.0,610 626 Tremont St,2118.0,,,,,,,,,,,,,,,,,,,
5109,105057,502063000.0,PHILLIPS COURT CONDO TR,68-70 Phillips St,2114.0,68 70 Phillips St,2114.0,,,,,,,,,,,,,,,,,,,
5110,105058,201838000.0,PHOEBE M HOYT 2001 REVOCABLE TRUST,62-68 Alford St,2129.0,62 68 Alford St,2129.0,,,,,,,,,,,,,,,,,,,
5111,105062,703893000.0,PIERCE  PROPERTY,592-598 Columbia Rd,2125.0,598 592 Columbia Rd,2125.0,,,,,,,,,,,,,,,,,,,
5112,105063,1502459000.0,PIERCE ESTATES CONDO TRUST,68 Bird St,2125.0,68 Bird St,2125.0,,,,,,,,,,,,,,,,,,,
1662,105071,1102897010.0,PINE STREET INN INC,3368 Washington St,2130.0,3368 Washington St,2130.0,37718.0,Office,"Office , Self-Storage Facility ",,,,,,,,,,,,,,,,
4029,105073,2100040000.0,PINEWOOD APARTMENTS LLC,115-125 Peterborough St,2215.0,115 125 Peterborough St,2215.0,,,,,,,,,,,,,,,,,,,
