BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,"
Reported Gross Floor Area (Sq Ft)","
Reported Enclosed Parking Area (Sq Ft) ",Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft²),"
Energy Star Score",Total Site Energy Usage (kBtu),"
Natural Gas Usage (kBtu)","
Electricity Usage (kBtu)","
Renewable System Electricity Usage Onsite (kBtu)","
District Hot Water Usage (kBtu)","
District Chilled Water Usage (kBtu)","
District Steam Usage (kBtu)","
Fuel Oil 1 Usage (kBtu)","
Fuel Oil 2 Usage (kBtu)","
Fuel Oil 4 Usage (kBtu)","
Fuel Oil 5 and 6 Usage (kBtu)","
Propane Usage (kBtu)","
Diesel Usage (kBtu)","
Kerosene Usage (kBtu)","
Water Usage Intensity (Gallons/ft²)",Compliance Status,BERDO Report Status,Estimated Total GHG Emissions (kgCO2e),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID ,Notes
106283,1810591000,TRUMAN PROPERTY OWNER LLC,745 truman pkwy,boston,02136,735 745 truman hw,boston,02136,49805.0,,Multifamily Housing,Multifamily Housing ,29.0,94,1445809.5,500300.0,945509.6,,,,,,,,,,,,25.33,In Compliance,7 - Accepted by BERDO Team,101361,I'm not sure,No,No,No,No,No,,
106284,0503983000,TRUSTEES BOSTON UNIVERSITY,585 commonwealth ave,boston,02215,585 commonwealth av,boston,02215,89561.0,,Residence Hall/Dormitory,"Parking , Residence Hall/Dormitory ",84.2,62,7545146.0,4308436.9,3236709.2,,,,,,,,,,,,47.63,In Compliance,7 - Accepted by BERDO Team,484845,No,Yes,No,Yes,No,No,,
106285,0504028000,TRUSTEES BOSTON UNIVERSITY,100 bay state rd,boston,02215,100 bay state rd,boston,02215,123970.0,,College/University,College/University ,144.7,,17933404.1,8586355.9,9347047.8,,,,,,,,,,,,49.01,In Compliance,7 - Accepted by BERDO Team,1195373,No,Yes,No,Yes,No,No,,
106286,0802041010,TRUSTEES BOSTON UNIVERSITY,815 albany st,boston,02119,817 albany st,boston,02119,102126.0,,Multifamily Housing,Multifamily Housing ,69.6,44,7111643.9,3911867.0,3199777.0,,,,,,,,,,,,63.03,In Compliance,7 - Accepted by BERDO Team,460862,No,Yes,No,Yes,No,No,,
106287,0801066150,TRUSTEES OF BOSTON  UNIVERSITY,700 albany st,boston,02119,700 albany st,boston,02119,206755.0,,Laboratory,Laboratory ,353.1,,73009417.4,49432.3,25701497.3,,,,47258486.2,,,,,,,,115.72,In Compliance,7 - Accepted by BERDO Team,4852220,No,Yes,No,Yes,No,No,,
106288,2100412000,TRUSTEES OF BOSTON  UNIVERSITY,134 ashford st,boston,02134,300 babcock st,boston,02134,92808.0,,College/University,"Office , College/University ",63.4,,5888130.8,4017381.8,1870749.1,,,,,,,,,,,,2.89,In Compliance,7 - Accepted by BERDO Team,361339,No,Yes,No,No,No,No,,
106289,2102464000,TRUSTEES OF BOSTON COLLEGE,2000 commonwealth ave,boston,02135,2000 commonwealth av,boston,02135,288433,,College/University,College/University ,40.9,,11808428.4,5587499.8,6220929.0,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,788828,I'm not sure,No,No,Yes,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106290,2204960020,TRUSTEES OF BOSTON COLLEGE,192 foster st,boston,02135,192 foster st,boston,02135,12661,,College/University,College/University ,69.6,,881290.5,522182.0,359108.6,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,56139,I'm not sure,No,No,Yes,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106291,2204960020,TRUSTEES OF BOSTON COLLEGE,196 foster st,boston,02135,192 foster st,boston,02135,12667,,College/University,College/University ,68.7,,870641.6,511363.0,359278.5,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,55577,I'm not sure,No,No,Yes,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106292,2204960020,TRUSTEES OF BOSTON COLLEGE,190 foster st,boston,02135,192 foster st,boston,02135,12661,,College/University,College/University ,70.9,,897249.9,538113.0,359136.9,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,56987,I'm not sure,No,No,Yes,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106293,2204960020,TRUSTEES OF BOSTON COLLEGE,194 foster st,boston,02135,192 foster st,boston,02135,10370,,College/University,College/University ,71.9,,745713.0,451585.0,294128.0,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,47249,I'm not sure,No,No,Yes,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106294,2205267010,TRUSTEES OF BOSTON COLLEGE,2101 commonwealth ave,boston,02135,2101 commonwealth av,boston,02135,60100,,College/University,College/University ,76.4,,4589649.9,2718099.7,1871550.2,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,292398,I'm not sure,No,No,Yes,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106295,2205268030,TRUSTEES OF BOSTON COLLEGE,2121 commonwealth ave,boston,02135,2121 2125 commonwealth av,boston,02135,68729,,College/University,College/University ,43.9,,3017156.0,1888100.0,1129056.0,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,189585,I'm not sure,No,No,Yes,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106296,2205268030,TRUSTEES OF BOSTON COLLEGE,2125 commonwealth ave,boston,02135,2121 2125 commonwealth av,boston,02135,15811,,College/University,College/University ,31.7,,500761.3,55700.0,445061.3,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,38163,I'm not sure,No,No,No,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106297,2205268050,TRUSTEES OF BOSTON COLLEGE,9 lake st,boston,02135,9 lake st,boston,02135,64845,,College/University,College/University ,56.9,,3686442.9,2055899.8,1630542.9,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,238165,I'm not sure,No,No,Yes,No,No,,
106298,2205268070,TRUSTEES OF BOSTON COLLEGE,117 lake st,boston,02135,117 127 lake st,boston,02135,51846,,College/University,College/University ,97.4,,5048653.6,2194400.0,2854253.7,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,342316,I'm not sure,No,No,No,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106299,2205268078,TRUSTEES OF BOSTON COLLEGE,127 lake st,boston,02135,127 lake st,boston,02135,202170,,College/University,College/University ,86.2,,17431040.4,9979400.1,4554337.6,,,,2897302.9,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,1082635,I'm not sure,No,No,Yes,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106300,2205268080,TRUSTEES OF BOSTON COLLEGE,197 foster st,boston,02135,197 foster st,boston,02135,102625,,College/University,College/University ,159.2,,16342466.7,3840100.1,12502366.4,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,,I'm not sure,No,No,Yes,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106301,2205268080,TRUSTEES OF BOSTON COLLEGE,2115 commonwealth ave,boston,02135,197 foster st,boston,02135,11122,,College/University,College/University ,160.5,,1785556.1,1626400.0,159156.2,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,,I'm not sure,No,No,Yes,No,No,23418063,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106306,2100273000,TRUSTEES OF BOSTON UNIV,6-8 saint mary's st,boston,02215,6 8 st marys st,boston,02215,286718.0,,Laboratory,Laboratory ,176.6,,50636436.4,26385915.2,24250520.5,,,,,,,,,,,,53.41,In Compliance,7 - Accepted by BERDO Team,3319572,No,Yes,No,Yes,No,No,,
106307,2100415000,TRUSTEES OF BOSTON UNIV,100 ashford st,boston,02134,86 100 ashford st,boston,02134,100347.0,,Other - Stadium,Other - Stadium ,132.9,,13334523.9,8960975.2,4373549.4,,,,,,,,,,,,3.01,In Compliance,7 - Accepted by BERDO Team,821865,No,Yes,No,Yes,No,No,,
106308,0401998000,TRUSTEES OF BOSTON UNIVERSITY,210-214 riverway,boston,02215,210 214 riverway st,boston,02215,58637.0,,Residence Hall/Dormitory,Residence Hall/Dormitory ,94.6,67,5547760.0,4202868.4,1344891.7,,,,,,,,,,,,40.66,In Compliance,7 - Accepted by BERDO Team,329595,No,Yes,No,No,No,No,,
106309,0402001000,TRUSTEES OF BOSTON UNIVERSITY,37 pilgrim rd,boston,02215,154 164 riverway st,boston,02215,29723.0,,Residence Hall/Dormitory,Residence Hall/Dormitory ,73.8,78,2194039.4,1424931.7,769107.8,,,,,,,,,,,,20.59,In Compliance,7 - Accepted by BERDO Team,136515,No,Yes,No,Yes,No,No,,
106310,0402001000,TRUSTEES OF BOSTON UNIVERSITY,154 riverway,boston,02215,154 164 riverway st,boston,02215,17525.0,,Residence Hall/Dormitory,Residence Hall/Dormitory ,73.7,82,1292011.2,838919.3,453092.1,,,,,,,,,,,,20.59,In Compliance,7 - Accepted by BERDO Team,80395,No,Yes,No,No,No,No,,
106311,0402001000,TRUSTEES OF BOSTON UNIVERSITY,162-164 riverway,boston,02215,154 164 riverway st,boston,02215,31106.0,,Residence Hall/Dormitory,Residence Hall/Dormitory ,30.2,91,938462.9,0.0,938462.8,,,,,,,,,,,,28.44,In Compliance,7 - Accepted by BERDO Team,74232,No,Yes,No,No,No,No,,
106312,0402004000,TRUSTEES OF BOSTON UNIVERSITY,132 riverway,boston,02215,132 riverway st,boston,02215,28845.0,,College/University,College/University ,49.5,,1426600.9,959143.7,467457.3,,,,,,,,,,,,4.10,In Compliance,7 - Accepted by BERDO Team,87916,No,Yes,No,No,No,No,,
106313,0402007000,TRUSTEES OF BOSTON UNIVERSITY,25 pilgrim rd,boston,02215,31 pilgrim rd,boston,02215,19859.0,,College/University,College/University ,66.2,,1314804.0,911400.0,403404.2,,,,,,,,,,,,8.55,In Compliance,7 - Accepted by BERDO Team,80314,No,Yes,No,No,No,No,,
106314,0402007000,TRUSTEES OF BOSTON UNIVERSITY,150 riverway,boston,02215,31 pilgrim rd,boston,02215,58257.0,,Residence Hall/Dormitory,Residence Hall/Dormitory ,103.6,67,6033564.8,5467103.2,566461.6,,,,,,,,,,,,26.46,In Compliance,7 - Accepted by BERDO Team,335165,No,Yes,No,Yes,No,No,,
106315,0402011000,TRUSTEES OF BOSTON UNIVERSITY,180 riverway,boston,02215,pilgrim rd,boston,02215,96303.0,10879,College/University,"College/University , Performing Arts , Parking ",56.8,,5465665.5,1960162.4,3505502.4,,,,,,,,,,,,4.17,In Compliance,7 - Accepted by BERDO Team,381389,No,Yes,No,No,No,No,,
106316,0503991000,TRUSTEES OF BOSTON UNIVERSITY,595 commonwealth ave,boston,02215,595 commonwealth av,boston,02215,363189.0,114920,College/University,"Office , College/University , Parking ",137.1,,49802125.9,23014268.8,26787857.7,,,,,,,,,,,,22.45,In Compliance,7 - Accepted by BERDO Team,3341207,No,Yes,No,Yes,No,No,,
106317,0504144000,TRUSTEES OF BOSTON UNIVERSITY,700-704 beacon st,boston,02215,700 704 beacon st,boston,02215,37437.0,,College/University,College/University ,42.7,,1598729.2,949568.7,649160.6,,,,,,,,,,,,0.89,In Compliance,7 - Accepted by BERDO Team,101780,No,Yes,No,No,No,No,,
106318,0801220000,TRUSTEES OF BOSTON UNIVERSITY,609-613 albany st,boston,02118,609 613 albany st,boston,02118,35033.0,,Office,"Office , Laboratory ",298.7,1,10465535.9,6756725.9,3708809.9,,,,,,,,,,,,3.43,In Compliance,7 - Accepted by BERDO Team,652217,No,Yes,No,Yes,No,No,,
106319,0801403000,TRUSTEES OF BOSTON UNIVERSITY,72 e concord st,boston,02118,778 harrison av,boston,02118,228827.0,,College/University,"College/University , Laboratory ",57.4,,13145343.3,1366574.8,8833006.1,,,,2945762.1,,,,,,,,27.69,In Compliance,7 - Accepted by BERDO Team,966868,No,Yes,No,Yes,No,No,,
106320,0801405020,TRUSTEES OF BOSTON UNIVERSITY,75 east newton st,boston,02118,75 east newton st,boston,02118,178558.0,,Office,"Office , Laboratory ",172.2,18,30753116.8,,10545342.2,,,,20207775.8,,,,,,,,35.39,In Compliance,7 - Accepted by BERDO Team,2038520,No,Yes,No,Yes,No,No,,
106321,0801405040,TRUSTEES OF BOSTON UNIVERSITY,744  750 harrison av,boston,02118,744 750 harrison av,boston,02118,57487.0,,Office,Office ,92.0,59,5291509.6,,1447944.0,,,,3843565.6,,,,,,,,21.41,In Compliance,7 - Accepted by BERDO Team,343609,No,Yes,No,Yes,No,No,,
106322,0801418000,TRUSTEES OF BOSTON UNIVERSITY,715 albany st,boston,02118,715 albany st,boston,02118,83098.0,,Office,Office ,56.8,82,4716973.4,,2172572.2,,,,2544401.0,,,,,,,,23.27,In Compliance,7 - Accepted by BERDO Team,340799,No,Yes,No,No,No,No,,
106323,2100468000,TRUSTEES OF BOSTON UNIVERSITY,1019-1023 commonwealth ave,boston,02134,1019 1023 commonwealth av,boston,02134,66904.0,,Residence Hall/Dormitory,Residence Hall/Dormitory ,88.0,51,5885238.4,3327801.7,2557436.6,,,,,,,,,,,,38.94,In Compliance,7 - Accepted by BERDO Team,379033,No,Yes,No,Yes,No,No,,
106327,0302802001,TRUSTEES OF SUFFOLK  UNIVERSITY,8 ashburton pl,boston,02108,10 ashburton pl,boston,02108,149634.0,,College/University,College/University ,55.9,,8364730.9,712604.5,7652126.5,,,,,,,,,,,,6.25,In Compliance,7 - Accepted by BERDO Team,643130,No,No,No,Yes,No,No,,
106328,0305648000,TS LODGING INC,240 tremont st,boston,02116,240 242 tremont st,boston,02116,142618.0,,Hotel,Hotel ,78.1,70,11131370.4,4984099.8,6147270.7,,,,,,,,,,,,35.11,In Compliance,7 - Accepted by BERDO Team,750955,I'm not sure,No,No,Yes,No,No,,
106330,0304102000,TST 125 HIGH STREET L L C,125-145 high st,boston,02110,125 145 high st,boston,02110,948680.0,431005,Office,"Office , Parking ",50.8,85,48160266.7,,48160277.6,,,,,,,,,,,,10.58,In Compliance,7 - Accepted by BERDO Team,3809478,I`m not sure,No,No,No,No,No,,
106331,0304102000,TST 125 HIGH STREET L L C,135 oliver st,boston,02110,125 145 high st,boston,02110,45381.0,,Office,Office ,45.3,77,2056119.8,98800.0,1957319.7,,,,,,,,,,,,5.22,In Compliance,7 - Accepted by BERDO Team,160071,I`m not sure,No,No,No,No,No,,
106332,0304102000,TST 125 HIGH STREET L L C,145 high st,boston,02110,125 145 high st,boston,02110,517190.0,,Office,Office ,42.8,86,22151216.1,,22151215.8,,,,,,,,,,,,7.13,In Compliance,7 - Accepted by BERDO Team,1752161,I`m not sure,No,No,No,No,No,,
106337,0600685010,TUDOR PLACE CONDO TRUST,157 w sixth st,boston,02127,118 130 tudor st,boston,02127,4092,,Single-Family Home,Single-Family Home ,17.6,51,71911.3,,71911.3,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,5688,No,No,No,No,No,No,21897161,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106340,0305081000,TUFTS COLLEGE TRSTS OF,200 harrison ave,boston,02111,200 harrison av,boston,02111,68316.0,,College/University,College/University ,61.0,,4168496.8,3287098.7,881398.1,,,,,,,,,,,,18.25,In Compliance,7 - Accepted by BERDO Team,244296,No,No,No,No,No,No,,
106341,0305104000,TUFTS COLLEGE TRSTS OF,150 harrison ave,boston,02111,166 harrison av,boston,02111,179900.0,,Laboratory,Laboratory ,260.8,,46926428.3,6463.8,24518137.3,,,,22401827.4,,,,,,,,35.96,In Compliance,7 - Accepted by BERDO Team,3274877,No,No,No,No,No,No,,
106342,0305367000,TUFTS MEDICAL CENTER,25-43 kneeland st,boston,02111,25 43 kneeland st,boston,02111,94846,,Office,Office ,,,,,,,,,,,,,,,,,27.67,In Compliance,7 - Accepted by BERDO Team,,No,No,No,Yes,No,No,25149232,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106343,0305380000,TUFTS N E MED CTR INC,704-780 washington st,boston,02111,780 704 washington st,boston,02111,334900.0,,Medical Office,Medical Office ,286.7,1,96005811.5,,22616595.5,,,,73389215.6,,,,,,,,16.87,In Compliance,7 - Accepted by BERDO Team,6162970,No,No,No,No,No,No,,
106348,0305251000,TUFTS UNIVERSITY TRST,136-146 harrison ave,boston,02111,136 harrison av,boston,02111,296730.0,,Laboratory,Laboratory ,258.4,,76672742.1,12004.2,34225976.7,,,,42434760.2,,,,,,,,36.71,In Compliance,7 - Accepted by BERDO Team,5525580,No,No,No,Yes,No,No,,
106349,2102379000,TULA CORPORATION,4 ayr rd,boston,02135,4 ayr rd,boston,02135,21120,,Multifamily Housing,Multifamily Housing ,111.4,14,2353574.5,51200.0,167914.8,,,,,,2134459.8,,,,,,13.71,In Compliance,7 - Accepted by BERDO Team,174400,I'm not sure,No,No,No,No,No,24126927,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106350,2102380000,TULA CORPORATION,2 ayr rd,boston,02135,2 ayr rd,boston,02135,20835,,Multifamily Housing,Multifamily Housing ,8.7,100,180233.3,21200.0,159033.3,,,,,,,,,,,,30.75,In Compliance,7 - Accepted by BERDO Team,13705,I'm not sure,No,No,No,No,No,24126927,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106365,0302622000,TWENTY 5 NEW CHARDON ST LPS MASS LPS,25 new chardon st,boston,02114,25 new chardon st,boston,02114,101062.0,18000,Office,"Office , Parking ",97.1,73,9810216.9,7757300.1,2052916.8,,,,,,,,,,,,10.24,In Compliance,7 - Accepted by BERDO Team,574376,No,No,No,Yes,No,No,,
106371,0303828000,TWENTY TWO LLC MASS LLC,116-118 milk st,boston,02109,118 milk st,boston,02109,35046.0,,Office,Office ,27.4,89,961610.7,,961610.8,,,,,,,,,,,,891.04,In Compliance,7 - Accepted by BERDO Team,76063,No,No,No,No,No,No,,
106375,0602670010,TWENTY-TWO LIBERTY,22 liberty dr,boston,02210,22 liberty dr,boston,02210,222191.0,,Multifamily Housing,Multifamily Housing ,71.5,13,15882269.5,10272795.0,5609474.7,,,,,,,,,,,,30.84,In Compliance,7 - Accepted by BERDO Team,989298,I`m not sure,No,No,No,No,No,,
106377,0302469010,TWENTY6 STILLMAN ST CONDO TR,63-69 endicott st,boston,02113,26 stillman st,boston,02113,31359.0,,Multifamily Housing,"Multifamily Housing , Parking ",79.7,2,2499925.0,917900.0,1582025.0,,,,,,,,,,,,22.34,In Compliance,7 - Accepted by BERDO Team,173888,I'm not sure,No,No,No,No,No,,
106378,0304604000,TWERSKI LABE,65-71 franklin st,boston,02110,65 71 franklin st,boston,02110,24000.0,,Office,Office ,78.6,64,1885438.7,1329600.0,555838.7,,,,,,,,,,,,4.52,In Compliance,7 - Accepted by BERDO Team,114582,I`m not sure,No,No,No,No,No,,
106379,2010441000,TWIN SPRINGS REAL ESTATE LLC,218 spring st,boston,02132,218 spring st,boston,02132,20400.0,,Multifamily Housing,Multifamily Housing ,59.0,87,1203994.6,923325.8,280668.8,,,,,,,,,,,,46.64,In Compliance,7 - Accepted by BERDO Team,71239,Yes,No,No,No,No,No,,
106380,2010454000,TWIN SPRINGS REAL ESTATE LLC,250 spring st,boston,02132,250 spring st,boston,02132,28860.0,,Multifamily Housing,Multifamily Housing ,55.5,88,1603091.4,1258683.9,344407.6,,,,,,,,,,,,40.62,In Compliance,7 - Accepted by BERDO Team,94091,Yes,No,No,No,No,No,,
106392,0501295000,TWO 34 BERKELEY ST LLC,234 berkeley st,boston,02116,463 boylston st,boston,02116,44000.0,,Retail Store,Retail Store ,112.6,7,4955079.7,1270999.9,3684079.7,,,,,,,,,,,,6852.38,In Compliance,7 - Accepted by BERDO Team,358914,No,No,No,No,No,No,,
106398,0502676000,TWO 61 BEACON STREET,261 beacon st,boston,02116,261 beacon st,boston,02116,9815.0,,Multifamily Housing,Multifamily Housing ,161.4,,1583735.9,,150274.7,,,,,,1433461.2,,,,,,40.82,In Compliance,7 - Accepted by BERDO Team,118264,No,No,No,No,No,No,,
106401,0602699000,TWO 74 SUMMER STREET NOMINEE REALTY TRUST,274-278 summer st,boston,02127,274 278 summer st,boston,02127,74406.0,,Office,"Restaurant , Office ",62.9,66,4683470.9,,4683471.6,,,,,,,,,,,,6.21,In Compliance,7 - Accepted by BERDO Team,370463,No,No,No,No,No,No,,
106404,0602703000,TWO 81 SUMMER ST LLC,273 summer st,boston,02210,273 summer st,boston,02210,175802.0,,Office,Office ,40.1,69,7041953.8,675346.3,6366607.8,,,,,,,,,,,,3.42,In Compliance,7 - Accepted by BERDO Team,539466,No,No,No,No,No,No,,
106408,0400206000,TWO CLARENDON SQ CONDO TR,2 clarendon st,boston,02116,2 clarendon st,boston,02116,65000,,Multifamily Housing,Multifamily Housing ,46.7,63,3038005.8,1103900.0,1934105.8,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,211616,No,No,No,Yes,No,No,28097322,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. 
106410,0303821000,TWO FIFTY FIVE STATE ST LLC,227-239 atlantic ave,boston,02109,237 247 state st,boston,02109,220519.0,,Office,"Restaurant , Office ",81.9,45,18055219.0,4080030.3,13975190.3,,,,,,,,,,,,21.74,In Compliance,7 - Accepted by BERDO Team,1322128,No,No,No,Yes,No,No,,
106411,0304044000,TWO HUNDRED MTG ASSOC LP,200 high st,boston,02110,208 194 high st,boston,02110,114042.0,,Office,"Office , Bar/Nightclub , Fast Food Restaurant ",52.9,75,6029870.4,867337.3,5162533.4,,,,,,,,,,,,19.42,In Compliance,7 - Accepted by BERDO Team,454421,No,No,No,No,No,No,,
106412,0503201000,TWO HUNDRED NEWBURY ST CORP,200 newbury st,boston,02116,200 newbury st,boston,02116,43155.0,12000,Retail Store,"Office , Parking , Retail Store ",46.2,55,1993609.5,,1993609.4,,,,,,,,,,,,12.91,In Compliance,7 - Accepted by BERDO Team,157695,No,No,No,Yes,No,No,,
106416,0502659000,TWO NINTY FIVE BEACON,295-297 beacon st,boston,02116,295 beacon st,boston,02116,40000.0,,Multifamily Housing,Multifamily Housing ,75.1,76,3004946.2,2599000.0,405946.1,,,,,,,,,,,,1425.10,In Compliance,7 - Accepted by BERDO Team,170143,No,No,No,No,No,No,,
106417,0500020000,TWO PARK PLAZA LLC MASS LLC,2 park plz,boston,02116,2 park pz,boston,02116,44800.0,,Office,Office ,41.2,92,1845367.4,1206453.4,638914.1,,,,,,,,,,,,12.31,In Compliance,7 - Accepted by BERDO Team,114613,No,No,No,No,No,No,,
106422,1701586000,TWO-41 TALBOT LLC MASS LLC,241-257 talbot ave,boston,02124,241 251 talbot av,boston,02124,24757.0,,Multifamily Housing,Multifamily Housing ,75.1,58,1860368.8,1355759.8,504608.9,,,,,,,,,,,,60.69,In Compliance,7 - Accepted by BERDO Team,111919,No,No,No,No,No,No,,
106425,0304134000,TWO25 FRANKLIN OWNER LLC,225 franklin st,boston,02110,209 245 franklin st,boston,02110,1045851.0,63391,Office,"Office , Data Center , Parking ",55.4,80,57986815.9,,35290350.1,,,,22696456.5,,,,,,,,7.05,In Compliance,7 - Accepted by BERDO Team,4144176,No,No,No,Yes,No,No,,
106427,0903162020,TWO451 WASHINGTON LLC MASS LLC,2451 washington st,boston,02119,2451 washington st,boston,02119,25290.0,,Multifamily Housing,Multifamily Housing ,37.9,,959623.6,397500.0,562123.6,,,,,,,,,,,,22.40,In Compliance,7 - Accepted by BERDO Team,65575,No,No,No,No,No,No,,
106428,0304035000,TWO65 FRANKLIN ST ASSOC LLC MASS LLC,265 franklin st,boston,02110,265 franklin st,boston,02110,364493.0,48862,Office,,47.5,80,17297794.1,,13194821.6,,,,4102972.6,,,,,,,,4.86,In Compliance,7 - Accepted by BERDO Team,1288248,No,No,No,No,No,No,,
106429,0801023030,U STORE IT LP,962-968 massachusetts ave,boston,02118,968 962 massachusetts av,boston,02118,60670.0,,Self-Storage Facility,Self-Storage Facility ,18.9,,1147565.1,725945.1,421620.0,111082.0,,,,,,,,,,,0.25,In Compliance,7 - Accepted by BERDO Team,71905,No,No,No,No,No,No,,
106431,0800964000,U-HAUL REAL ESTATE CO,985 massachusetts ave,boston,02119,967 r 975r massachusetts av,boston,02119,20170.0,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services Vehicle, Shoe, Locksmith, etc , Retail Store ",28.1,,566912.2,366361.4,200550.7,,,,,,,,,,,,9.56,In Compliance,7 - Accepted by BERDO Team,35321,I`m not sure,No,No,No,No,No,,
106433,0400970000,UDR GARRISON SQUARE LLC,52-58 saint botolph st,boston,02116,56 st botolph st,boston,02116,40010.0,,Multifamily Housing,Multifamily Housing ,33.2,97,1326360.6,393970.2,932390.4,,,,,,,,,,,,32.63,In Compliance,7 - Accepted by BERDO Team,94676,No,No,Yes,No,No,No,,
