BERDO ID,Tax Parcel ID,Property Owner Name,Building Address ,Building Address City,Building Address Zip Code,Parcel Address ,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),"Renewable System Electricity Usage Onsite (kBtu)
",District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Water Usage Intensity (Gallons/ft²),Compliance Status,BERDO Reporting Status,Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA) ,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID,Notes,
103175,0105410000,gegc 2 new street llc,6-26 new st,boston,02128,2  26 new st,boston,02128,161550,,Multifamily Housing,,85.9,46,13875241.3,7199694.9,6675547.3,,,,,,,,,,,,46.82,in compliance,7 - berdo accepted,,,,,,,,,
104462,1000001040,mission main phase two lps mass lps,32-38 mcgreevey way,boston,02120,32  38 mcgreevey wy,boston,02120,28502,,Multifamily Housing,,70.8,59,2017042.8,1299154.6,717888.2,,,,,,,,,,,,85.44,in compliance,7 - berdo accepted,,,,,,,,,
104464,1000001045,mission main phase two lps mass lps,631-651 parker st,boston,02120,631  649 parker st,boston,02120,68290,,Multifamily Housing,,65.2,78,4449780.6,3035499.8,1414280.8,,,,,,,,,,,,89.73,in compliance,7 - berdo accepted,,,,,,,,,
100430,0801361005,artblock condominium trust,731 harrison ave,boston,02118,725  735 harrison av,boston,02118,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100563,2003041000,bc rockingham glen llc,30 rockingham ave,boston,02132,30  40 rockingham av,boston,02132,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100655,1904604000,bethel african methodist,86 wachusett st,boston,02130,32 walk hill st,boston,02130,17053,,Worship Facility,Worship Facility,78,,1329464.1,1287400.2,42063.9,,,,,,,,,,,,7.12,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103931,2005752010,jer realty llc,1804-1810 centre st,boston,02132,1804  1810 centre st,boston,02132,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100015,0602643020,101 seaport boulevard,101 seaport bl,boston,02210,101 seaport bl,boston,02210,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,Yes,No,Yes,No,Yes,,,
100100,0503173010,261 newbury street llc,257-261 newbury st,boston,02116,257  261 newbury st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100145,2009180010,391 east central llc,1208b vfw pkwy,boston,02132,1208 b vfw pw,boston,02132,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100152,0801022003,40 newmarket square llc,40 newmarket sq,boston,02118,40 newmarket sq,boston,02118,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,I'm not sure,No,No,Maybe,No,No,,,
100384,1102238010,amory foundary studios condo,83-85 brookside ave,boston,02130,83  89 brookside av,boston,02130,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
100385,1102238010,amory foundary studios condo,87-89 brookside ave,boston,02130,83  89 brookside av,boston,02130,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
100386,1102238010,amory foundary studios condo,62-76 cornwall st,boston,02130,83  89 brookside av,boston,02130,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
100415,2100704010,arcand family/allston llc,442  446 cambridge st,boston,02134,442  446 cambridge st,boston,02134,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
100485,0301922050,avalon nashua llc,120 nashua st,boston,02114,120 nashua st,boston,02114,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,Yes,,,
100486,0304910020,avalon stuart llc,24  58 lagrange st,boston,02116,24  58 lagrange st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,Yes,,,
100767,0304385000,boston edison company,75 high st,boston,02110,75 high st,boston,02110,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
101228,0401482000,boston symphony orch inc,301-315 massachusetts ave,boston,02115,301  315 massachusetts av,boston,02115,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
101229,0401483000,boston symphony orchestra,251a-261 huntington ave,boston,02115,251 a-261 huntington av,boston,02115,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
101338,0401037100,bp prucenter acquisition llc,0,boston,02116,800 boylston st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,
101339,0401037100,bp prucenter acquisition llc,101 huntington ave,boston,02116,800 boylston st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,
101340,0401037100,bp prucenter acquisition llc,75-77 exeter st,boston,02116,800 boylston st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,
101341,0401037100,bp prucenter acquisition llc,880-888 boylston st,boston,02116,800 boylston st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,
101360,1403373000,bradford estates condo tr,2-26 marden ave,boston,02124,55 willowwood st,boston,02124,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
101361,1403373000,bradford estates condo tr,37-47 middleton st,boston,02124,55 willowwood st,boston,02124,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
101362,1403373000,bradford estates condo tr,49-57 willowwood st,boston,02124,55 willowwood st,boston,02124,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,No,,,
101691,1301796000,cesco llc mass llc,40-48 sumner st,boston,02125,48  40 sumner st,boston,02125,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
101692,1301796000,cesco llc mass llc,3-7 bakersfield st,boston,02125,48  40 sumner st,boston,02125,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
101693,1600465000,cesco llc mass llc,428 adams st,boston,02122,428  430 adams st,boston,02122,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
101695,1701054000,cesco llc mass llc,464 washington st,boston,02124,6 regina rd,boston,02124,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
101696,1811577000,cesco llc mass llc,1338-1342 river st,boston,02136,1338  1340 river st,boston,02136,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
101697,1811578000,cesco llc mass llc,0,boston,02136,1332  1336 river st,boston,02136,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
101700,0602678020,cg waterside ii limited,501 congress st,boston,02210,501 congress st,boston,02210,0,,,,,,,,,,,,,,,,,,,,,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
102402,0602676001,commonwealth of mass,412-430 summer st,boston,02210,430  370 summer st,boston,02210,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
102628,0400357000,dartmouth square condo tr,130 appleton st,boston,02116,150  130 appleton st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
102629,0400357000,dartmouth square condo tr,150 appleton st,boston,02116,150  130 appleton st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
102674,1806016050,dkt realty trust llc,0,boston,02131,4600 washington st,boston,02131,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
102678,1303046010,dna lofts condominium trust,942 dorchester ave,boston,02125,942  944 dorchester av,boston,02125,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
102712,0703896000,dudley street llc mass llc,780-784 dudley st,boston,02125,780  784 dudley st,boston,02125,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
102771,1812339010,edgemere green llc mass llc,110-154 edgemere rd,boston,02136,110  154 edgemere rd,boston,02136,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,Yes,,,
102772,1812339010,edgemere green llc mass llc,150 edgemere rd,boston,02136,110  154 edgemere rd,boston,02136,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,Yes,,,
102790,0801022009,eighteen newmarket square boston llc,18-20 newmarket sq,boston,02118,18  20 newmarket sq,boston,02118,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
103001,1902015000,flanagan leo a,461-467 centre st,boston,02130,461  467 centre st,boston,02130,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
103063,1101588200,forward inc,409 walnut ave,boston,02119,2061 columbus av,boston,02119,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
103085,0302960000,four hundred atlantic av llc,390-400r atlantic ave,boston,02210,390 400r atlantic av,boston,02210,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Yes,No,No,,,
103134,1400774000,gangemi frank r ts,488 blue hill ave,boston,02121,488 blue hill av,boston,02121,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
103787,0202161000,hood park llc mass llc,500 rutherford ave,boston,02129,480  570 rutherford av,boston,02129,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Yes,No,Yes,,,
103790,0202161000,hood park llc mass llc,50 hood park dr,boston,02129,480  570 rutherford av,boston,02129,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Yes,No,Yes,,,
103791,0202161000,hood park llc mass llc,10 stack st,boston,02129,480  570 rutherford av,boston,02129,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Yes,No,Yes,,,
103792,0202161000,hood park llc mass llc,6 stack st,boston,02129,480  570 rutherford av,boston,02129,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Yes,No,Yes,,,
103912,1901974000,jamaica plain company,0,boston,02130,539  551 centre st,boston,02130,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
103989,0503924000,kenmore abbey preservation,490-496 commonwealth ave,boston,02215,545 newbury st,boston,02215,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Yes,No,No,,,
103996,1101776000,kic roxbury llc,47 townsend st,boston,02119,47 townsend st,boston,02119,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
104028,0304896020,kp washington street llc,659-665 washington st,boston,02111,659  677 washington st,boston,02111,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Yes,Yes,Yes,,,
104138,1704233000,lower mills realty trust,2235 dorchester ave,boston,02124,20  18 richmond st,boston,02124,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
104228,0602774010,mass convention center auth,350 d st,boston,02210,d st,boston,02210,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
104229,0602774010,mass convention center auth,400 d st,boston,02210,d st,boston,02210,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
104339,0105609010,maverick revitalization corp,1 maverick st,boston,02128,3  17 new st,boston,02128,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104340,0105609010,maverick revitalization corp,3-17 new st,boston,02128,3  17 new st,boston,02128,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104341,0105609010,maverick revitalization corp,30-50 sumner st,boston,02128,3  17 new st,boston,02128,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104342,0105609010,maverick revitalization corp,4-20 border st,boston,02128,3  17 new st,boston,02128,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104343,0105609010,maverick revitalization corp,0,boston,02128,3  17 new st,boston,02128,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104370,1801029000,mckeen william w,0,boston,02126,1590  1594 blue hill av,boston,02126,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
104480,1000001050,mission main revitalization,0,boston,02120,smith st,boston,02120,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
104492,1303403000,morrissey property owner llc,0,boston,02125,50 wm t morrissey bl,boston,02125,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Yes,No,No,,,
104510,2101835100,mpt of brighton-steward llc,11 nevins st,boston,02135,736 cambridge st,boston,02135,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104511,2101835100,mpt of brighton-steward llc,0,boston,02135,736 cambridge st,boston,02135,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104512,2101835100,mpt of brighton-steward llc,736 cambridge st,boston,02135,736 cambridge st,boston,02135,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104513,2101835100,mpt of brighton-steward llc,720 cambridge st,boston,02135,736 cambridge st,boston,02135,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104514,2101835100,mpt of brighton-steward llc,0,boston,02135,736 cambridge st,boston,02135,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104516,1605017010,mpt of dorchester-steward llc,0,boston,02124,2100  2150 dorchester av,boston,02124,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Yes,No,Yes,,,
104625,0500270000,new mass pike towers limited,0,boston,02116,366  318 tremont st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104626,0500270000,new mass pike towers limited,346-348 tremont st,boston,02116,366  318 tremont st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104627,0500270000,new mass pike towers limited,0,boston,02116,366  318 tremont st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104628,0500270000,new mass pike towers limited,362-366 tremont st,boston,02116,366  318 tremont st,boston,02116,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
104646,0801021200,niakaros chris g ts,0,boston,02118,255 southampton st,boston,02118,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
104807,2203712010,oak square mainsail inc mass llc,0,boston,02135,109  111 tremont st,boston,02135,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
104929,1500553000,one-448 dot ave llc a mass llc,1448-1454 dorchester ave,boston,02122,1448  1454 dorchester av,boston,02122,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
104965,1603982001,pa neponset llc a mass llc,0,boston,02122,367  371 neponset av,boston,02122,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
105095,2100473000,planned parenthood league of,1055 commonwealth ave,boston,02134,1055 commonwealth av,boston,02134,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Yes,No,No,,,
105204,0502059000,primus condominium tr,0,boston,02114,88 phillips st,boston,02114,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
105205,0502059000,primus condominium tr,0,boston,02114,88 phillips st,boston,02114,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
105221,1302364011,qianlong criterion ventures llc,0,boston,02124,25 wm t morrissey bl,boston,02124,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
105222,1302364011,qianlong criterion ventures llc,35 william t morrissey blvd,boston,02124,25 wm t morrissey bl,boston,02124,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
105442,1604087002,roundstone llc,0,boston,02122,526  512 gallivan bl,boston,02122,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
105444,0302961000,rowes wharf condominium,50 rowes whf,boston,02210,350 atlantic av,boston,02210,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Yes,No,Yes,,,
105445,0302961000,rowes wharf condominium,20 rowes whf,boston,02210,350 atlantic av,boston,02210,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Yes,No,Yes,,,
105446,0302961000,rowes wharf condominium,40 rowes whf,boston,02210,350 atlantic av,boston,02210,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Yes,No,Yes,,,
105539,1000290000,rth mission park realty  corporation,835 huntington ave,boston,02115,15  37 st albans rd,boston,02115,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
105703,1806780000,sg national llc,843 hyde park ave,boston,02136,843 hyde park av,boston,02136,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Yes,No,No,,,
106052,1402922010,talbot bernard housing llc mass llc,112-114 bernard st,boston,02124,112  114 bernard st,boston,02124,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
106119,0801021004,theodore glynn way llc mass llc,155 southampton st,boston,02119,155 southampton st,boston,02119,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
106267,1404238010,trinity franklin hill phase,91-99 shandon rd,boston,02124,99  113 shandon rd,boston,02124,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
106268,1404238010,trinity franklin hill phase,101-113 shandon rd,boston,02124,99  113 shandon rd,boston,02124,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Maybe,No,No,,,
106275,1704030000,trinity river st lp/mass lp,84-100 river st,boston,02126,84  100 river st,boston,02126,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
106521,1502977000,uphams corner health,11-15 bellevue st,boston,02125,413  419 columbia rd,boston,02125,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Yes,No,No,,,
107154,0902197000,madison melnea cass llc,600 melnea cass blvd,boston,02120,brook marshall rd,boston,02120,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
107172,1700435000,five 26 park street inc,2 herbert st,boston,02124,2 herbert st,boston,02124,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
107175,1402297000,gangemi frank r ts,8 14 kingsdale st,boston,02124,8 14 kingsdale st,boston,02124,0,,,,,,,,,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
104409,0400905000,mercury huntington corp ts,120 huntington avenue,boston,02116,120 huntington av,boston,02116,276439,,Hotel,,85.5,90,23640591.6,15502751.4,8137841.8,,,,,,,,,,,,40.34,pending revisions,5 - verifier accepted,No,No,No,Yes,No,Yes,,,
106609,0902484000,walcott corp,2275 washington st,boston,02119,2261  2275 washington st,boston,02119,23818,,Retail Store,,72.9,49,1736072.9,500720,1235352.8,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,I'm not sure,No,No,,,
100005,0304718000,10-24 school street,10-24 school street,boston,02108,12 province st,boston,02108,134789,,Office,,55.5,90,7487107.9,586.2,3775732.8,,,,3710787.3,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Yes,No,No,,,
105026,0801615010,parmelee court limited,1762 washington st,boston,02118,1762  1786 washington st,boston,02118,38342,0,Multifamily Housing,,90.2,25,3457121.6,2668018.1,789103.5,,,,,,,,,,,,73.24,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
104561,1100915001,new academy estates llc mass llc,2895-2933 washington st,boston,02119,2897  2933 washington st,boston,02119,98211,,Multifamily Housing,,64,91,6286977.9,4906916,1380061.9,,,,,,,,,,,,57.46,pending revisions,5 - verifier accepted,,,,,,,,,
101354,2007011000,brackett kristine ts,"8-48 & 64-76 bryon rd, 15-46 westgate rd",boston,02467,64  76 bryon rd,boston,02467,384552,,Multifamily Housing,,50.9,93,19587432,17891401.8,1696030.1,,,,,,,,,,,,32.94,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
102390,1701425000,commonwealth of,60 southern avenue,boston,02124,60 southern av,boston,02124,21312,,Multifamily Housing,,29.6,,630261.2,,630261.2,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
100647,0903082100,beryl gardens lp,101 madison park court,boston,02120,shawmut av,boston,02119,25000,,Multifamily Housing,,19.5,100,486336.3,,486336.2,,,,,,,,,,,,74.28,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,,,
102439,2205301000,commonwealth properties,2045 commonwealth avenue,boston,02135,2045 commonwealth av,boston,02135,22100,,Multifamily Housing,,,,,,293281.9,,,,,,,,,,,,38.18,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
106660,1400833000,washington columbia ii mass lps,102-108 columbia rd,boston,02121,108  102 columbia rd,boston,02121,34821,,Multifamily Housing,,,,,,551671.4,57700.6,,,,,,,,,,,49.9,pending revisions,5 - verifier accepted,I'm not sure,No,No,Maybe,No,No,4426596,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
104119,2101070000,long-glen rental llc mass llc,118 glenville ave,boston,02134,118 glenville av,boston,02134,17425,,Multifamily Housing,,48.2,100,840610.6,840610.6,,,,,,,,,,,,,55.67,pending revisions,5 - verifier accepted,No,No,No,No,No,No,5920794,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
102867,2201764010,everett st crossing lp mass lps,61 everett square,boston,02134,33 everett st,boston,02134,2480,,Multifamily Housing,,46.1,,114293.1,75700,38593.1,,,,,,,,,,,,48.18,pending revisions,5 - verifier accepted,No,No,No,No,No,No,5920788,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
102870,2201764010,everett st crossing lp mass lps,63 hano st,boston,02134,33 everett st,boston,02134,2400,,Multifamily Housing,,56.6,,135795.1,97202,38593.1,,,,,,,,,,,,100.74,pending revisions,5 - verifier accepted,No,No,No,No,No,No,5920788,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
102871,2201764010,everett st crossing lp mass lps,63 everett square,boston,02134,33 everett st,boston,02134,2480,,Multifamily Housing,,111.6,,276831.2,238238,38593.1,,,,,,,,,,,,55.39,pending revisions,5 - verifier accepted,No,No,No,No,No,No,5920788,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
100578,0300168000,beacon house rogerson lp mass lp,19 myrtle st,boston,02114,32  34 joy st,boston,02114,82279,,Multifamily Housing,,18.7,100,1541255,,1541255,,,,,,,,,,,,42.06,pending revisions,5 - verifier accepted,No,No,No,No,No,No,,,
103480,0504313000,harlo at boylston residences llc,1350 boylston street,boston,02215,1350 boylston st,boston,02215,189800,49000,Multifamily Housing,,40.2,100,7620847,5888547.4,,,,,,,,,,,,,2.76,pending revisions,5 - verifier accepted,I'm not sure,Yes,Yes,Yes,No,Yes,,,
104598,1001212000,new england baptist hosp,125 parker hill ave,boston,02120,91  109 parker hill av,boston,02120,418000,,Hospital (General Medical & Surgical),,435.8,13,182183316.1,131550789.8,50632510.5,,,,,,,,,,,,,pending revisions,5 - verifier accepted,No,No,No,Yes,No,No,,,
102768,0304840000,eden 26 west llc,26 30 west street,boston,02111,26  30 west st,boston,02111,57593,,Office,,36.4,,2093846.4,553659.4,1540187,,,,,,,,,,,,,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
102746,0103678000,ebsp associates llc mass llc,730 border st.,boston,02128,408  826 border st,boston,02128,576788,,Multifamily Housing,,15.3,,8820085.1,,8820084.8,,,,,,,,,,,,35.23,pending revisions,5 - verifier accepted,No,No,No,Yes,No,No,,,
104001,2102128000,kilsyth terrace condo tr,"4,8,12 kilsyth terrace",boston,02135,12  4 kilsyth te,boston,02135,34174,,Multifamily Housing,,12.9,100,439312.1,,439312.1,,,,,,,,,,,,37.01,pending revisions,5 - verifier accepted,I'm not sure,No,No,No,No,No,,,
