BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address Zip Code,Parcel Address,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Largest Property Type,All Property Types,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Estimated Total GHG Emissions (kgCO2e),Cooresponding Campus ID,Data Year,Site EUI (Energy Use Intensity kBtu/ft2)
103593,2200965000.0,HARVARD REAL ESTATE,94-108 Holton St,2135.0,108 94 Holton St,2135.0,9963.0,Other,Other ,1123826.0,0.0,0.0,,,,,,,,,,,,,,2022,112.8
103594,2200965000.0,HARVARD REAL ESTATE,55 Antwerp St,2135.0,108 94 Holton St,2135.0,37113.0,Fire Station,Fire Station ,1334920.5,1124212.0,210708.5,,,,,,,,,,,,76374.0,,2022,36.0
103595,2200969000.0,HARVARD REAL ESTATE-ALLSTON,176 Lincoln St,2135.0,176 Lincoln St,2135.0,450000.0,Office,Office ,0.0,,0.0,,,,,,,,,,,,,,2022,0.0
103596,2100728000.0,HARVARD TERRACE LLC,8-10 Harvard Ter,2134.0,16 8 Harvard Te,2134.0,30820.0,Multifamily Housing,Multifamily Housing ,877360.6,282400.0,594960.7,,,,,,,,,,,,62060.0,,2022,28.5
103599,2100074000.0,HARVARD VANGUARD MEDICAL,1 Fenway Plz,2215.0,133 Brookline Ave,2215.0,234768.0,Medical Office,"Data Center , Medical Office , Parking ",19492202.5,35600.0,19456602.4,,,,,,,,,,,,1540908.0,,2022,83.0
103603,300475000.0,HAWTHORNE PLACE CONDOMINIUM TRUST,2 Hawthorne Pl,2114.0,75 95 Wm Card Oconnell Wy,2114.0,286352.0,Multifamily Housing,Multifamily Housing ,1715451.3,,1715451.2,,,,,,,,,,,,,26769741.0,2022,6.0
103604,300475000.0,HAWTHORNE PLACE CONDOMINIUM TRUST,9 Hawthorne Pl,2114.0,75 95 Wm Card Oconnell Wy,2114.0,290773.0,Multifamily Housing,Multifamily Housing ,7722707.7,,7722707.2,,,,,,,,,,,,610866.0,26769741.0,2022,26.6
103608,2100777000.0,HAYTAYAN VAHE,6-20 Fordham Rd,2134.0,20 6 Fordham Rd,2134.0,25920.0,Non-Refrigerated Warehouse,"Office , Non-Refrigerated Warehouse ",1017766.3,685400.0,332366.3,,,,,,,,,,,,62692.0,,2022,39.3
103609,703501080.0,HD DEVELOPMENT OF MARYLAND I INC,5 Allstate Rd,2125.0,5 Allstate Rd,2125.0,115901.0,Retail Store,Retail Store ,6202175.5,2784228.2,3417947.1,,,,,,,,,,,,418230.0,,2022,53.5
103612,1401103000.0,HEARTH INC,16 Ronald St,2121.0,Ronald St,2121.0,45648.0,Multifamily Housing,Multifamily Housing ,2166273.3,1410209.3,756064.1,,,,,,,,,,,,134701.0,,2022,47.5
103613,1405196900.0,HEARTH OLMSTEAD LP,2 Kingbird Rd,2124.0,2 Kingbird Rd,2124.0,52356.0,Multifamily Housing,Multifamily Housing ,2350721.3,1376790.2,973931.2,,,,,,,,,,,,150159.0,,2022,44.9
103619,2005206000.0,HEBREW REHABILITATION CNTR,1200 Centre St,2131.0,1200 Centre St,2131.0,409417.0,Hospital (General Medical & Surgical),"Hospital General Medical & Surgical , Parking ",79858239.6,56176933.2,23611753.1,,,,,,,,,,,,4851247.0,,2022,195.1
103620,504210010.0,HEGARTY DAVID J,1295-1299 Boylston St,2115.0,1295 1299 Boylston St,2115.0,102752.0,Office,"Office , Data Center , Parking , Retail Store ",20399878.0,6197367.8,14191193.8,,,,,,,,,,,,1451666.0,,2022,198.5
103630,401397000.0,HEMENWAY PARK DRIVE LLC DEL LLC,26 Hemenway St,2115.0,26 Hemenway St,2115.0,30720.0,Multifamily Housing,Multifamily Housing ,2324563.8,2001699.9,322863.9,,,,,,,,,,,,131849.0,,2022,75.7
103631,401449000.0,HEMENWAY PARK DRIVE LLC DEL LLC,64 Hemenway St,2115.0,64 Hemenway St,2115.0,16384.0,Multifamily Housing,Multifamily Housing ,1397910.3,1143300.0,254610.3,,,,,,,,,,,,80860.0,,2022,85.3
103632,504274000.0,HEMENWAY PARK DRIVE LLC DEL LLC,121 Park Dr,2215.0,121 Park Dr,2215.0,27800.0,Multifamily Housing,Multifamily Housing ,2211525.2,587400.0,283772.6,,,,,,1340352.6,,,,,,153111.0,,2022,79.6
103647,1500389000.0,HERITAGE HILL CONDO TR,46 Adams St,2122.0,46 Adams St,2122.0,20975.0,Multifamily Housing,Multifamily Housing ,1604939.3,1260300.0,344639.3,,,,,,,,,,,,94196.0,,2022,76.5
103662,501170000.0,HERITAGE ON GARDEN CONDO TR,300 Boylston St,2116.0,300 Boylston St,2116.0,476132.0,Multifamily Housing,"Personal Services Health/Beauty, Dry Cleaning, etc , Restaurant , Office , Multifamily Housing , Parking ",25565169.6,2614941.7,22950227.7,,,,,,,,,,,,1954243.0,,2022,53.7
103666,602640010.0,HHLP BOSTON SEAPORT,70 Sleeper St,2210.0,66 Sleeper St,2210.0,83701.0,Hotel,Hotel ,9712584.0,4472700.0,5239883.5,,,,,,,,,,,,,,2022,116.0
103667,301676000.0,HHLP BULFINCH ASSOCIATES LLC,105-121 Merrimac St,2114.0,10 18 Lancaster St,2114.0,35244.0,Hotel,Hotel ,4857872.4,3145399.9,1712472.6,,,,,,,,,,,,302509.0,,2022,137.8
103670,1806016400.0,HIGH POINT VILLAGE CO MASS LPS,10-24 Blue Ledge Dr,2131.0,Washington St,2131.0,527485.0,Multifamily Housing,Multifamily Housing ,41367845.5,32261059.0,9106785.0,,,,,,,,,,,,2433732.0,,2022,78.4
103751,1812972020.0,HIGHLAND YARD 5A ASSOCIATES LLC,52 Industrial Dr,2136.0,52 Industrial Dr,2136.0,70000.0,Refrigerated Warehouse,Refrigerated Warehouse ,7067932.3,2149599.7,4918333.2,,,,,,,,,,,,503205.0,,2022,101.0
103752,2002964000.0,HIGHVIEW PARK CONDO TR,4975 Washington St,2132.0,4975 Washington St,2132.0,81325.0,Multifamily Housing,Multifamily Housing ,4465101.5,3294887.9,1170213.6,,,,,,,,,,,,267555.0,,2022,54.9
103753,501560000.0,HILL CONDOMINIUM APTS ASSOC,70-72 Mount Vernon St,2108.0,70 72 Mt Vernon St,2108.0,65564.0,Multifamily Housing,Multifamily Housing ,2897130.1,1962562.8,934567.3,,,,,,,,,,,,178156.0,,2022,44.2
103758,1001250000.0,HILLSIDE & PARKERHILL LLC,40 Parker Hill Ave,2120.0,40 44 Parker Hill Ave,2120.0,25920.0,Multifamily Housing,Multifamily Housing ,1131735.4,591800.0,539935.4,,,,,,,,,,,,74139.0,,2022,43.7
103762,304557000.0,HIVE PROPERTY OWNER LLC,22-40 Chauncy St,2111.0,22 40 Chauncy St,2111.0,152958.0,Office,Office ,6024725.6,1439799.8,4584926.2,,,,,,,,,,,,439135.0,,2022,39.4
103764,304560000.0,HIVE PROPERTY OWNER LLC,55 Summer St,2111.0,20 4 Chauncy St,2111.0,141961.0,Office,"Office , Retail Store ",9022580.2,4610573.5,4412006.0,,,,,,,,,,,,593857.0,,2022,63.6
103767,304562000.0,HIVE PROPERTY OWNER LLC,75-79 Summer St,2110.0,75 79 Summer St,2110.0,62246.0,Office,Office ,3396736.3,537500.0,2859236.2,,,,,,,,,,,,254712.0,,2022,54.6
103770,304574000.0,HIVE PROPERTY OWNER LLC,83-87 Summer St,2110.0,83 87 Summer St,2110.0,29094.0,Office,Office ,2912844.9,1620584.4,1292260.5,,,,,,,,,,,,188287.0,,2022,100.1
103771,2101651000.0,HLS BELLVISTA REALTY LLC,35 Bellvista Rd,2135.0,35 Bellvista Rd,2135.0,26400.0,Multifamily Housing,Multifamily Housing ,1456298.0,1228226.3,228071.7,,,,,,,,,,,,83272.0,,2022,55.2
103772,1701421010.0,HOLLAND JOHN P,49 Norfolk St,2124.0,49 51 Norfolk St,2124.0,36416.0,Multifamily Housing,Multifamily Housing ,1232518.1,523600.0,708918.1,,,,,,,,,,,,83884.0,,2022,33.8
103776,1807581000.0,HOLLAND PAUL TS,491-495 Huntington Ave,2136.0,491 495 Huntington Ave,2136.0,22320.0,Multifamily Housing,Multifamily Housing ,1002135.7,429800.0,572335.7,,,,,,,,,,,,,,2022,44.9
103779,2009216400.0,HOME DEPOT USA INC,1213 Vfw Pkwy,2132.0,1213 Vfw Pw,2132.0,107350.0,Retail Store,Retail Store ,8946184.8,3781945.3,5164239.4,,,,,,,,,,,,609350.0,,2022,83.3
103783,1000480010.0,HOMES AT ROXBURY CROSSING,700 Parker St,2120.0,700 Parker St,2120.0,34921.0,Multifamily Housing,Multifamily Housing ,1089861.8,725682.0,364179.8,,,,,,,,,,,,67348.0,,2022,31.2
103787,202161000.0,HOOD PARK LLC MASS LLC,500 Rutherford Ave,2129.0,480 570 Rutherford Ave,2129.0,368750.0,Laboratory,"Office , College/University , Laboratory ",36278802.0,9504599.3,26774202.8,,,,,,,,,,,,2622629.0,24127047.0,2022,98.4
103788,202161000.0,HOOD PARK LLC MASS LLC,570 Rutherford Ave,2129.0,480 570 Rutherford Ave,2129.0,56436.0,Office,Office ,2874653.9,641600.0,2233054.0,,,,,,,,,,,,210710.0,24127047.0,2022,50.9
103789,202161000.0,HOOD PARK LLC MASS LLC,100 Hood Park Dr,2129.0,480 570 Rutherford Ave,2129.0,102690.0,Parking,"Restaurant , Laboratory , Parking , Retail Store ",10755922.0,5297799.8,5458121.8,,,,,,,,,,,,713104.0,24127047.0,2022,104.7
103790,202161000.0,HOOD PARK LLC MASS LLC,50 Hood Park Dr,2129.0,480 570 Rutherford Ave,2129.0,164093.0,Multifamily Housing,"Multifamily Housing , Retail Store ",6739961.1,4177156.8,2562804.4,,,,,,,,,,,,424567.0,,2022,41.1
103793,202161000.0,HOOD PARK LLC MASS LLC,510 Rutherford Ave,2129.0,480 570 Rutherford Ave,2129.0,34812.0,Office,"Office , College/University , Laboratory ",3329756.0,761500.0,2568256.1,,,,,,,,,,,,243592.0,24127047.0,2022,95.6
103794,800866010.0,HOPE HOUSE II INC,4 Farnham St,2119.0,68 80 Hampden St,2119.0,42406.0,Residential Care Facility,Residential Care Facility ,3100929.5,1488418.2,1612511.2,,,,,,,,,,,,206600.0,,2022,73.1
103799,100438010.0,HORIZON/MCCLELLAN LLC MASS LLC,150r William F Mcclellan Hwy,2128.0,Wm F Mcclellan Hw,2128.0,20782.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse ,1674129.1,1333844.9,340284.3,,,,,,,,,,,,97757.0,,2022,80.6
103801,301918075.0,HOTEL TOWER OWNER LP,50  150 Causeway St,2114.0,50 150 Causeway St,2114.0,320000.0,Multifamily Housing,Multifamily Housing ,20897247.4,8173754.6,12723491.3,,,,,,,,,,,,1440536.0,,2022,65.3
103802,306896000.0,HOTEL UNION CONDO TR,301-303 Shawmut Ave,2118.0,301 Shawmut Ave,2118.0,24713.0,Multifamily Housing,Multifamily Housing ,1046588.0,498300.0,548287.9,,,,,,,,,,,,69834.0,,2022,42.3
103804,602681300.0,HP BOSTON PARTNERS LLC,295  315 Northern Ave,2210.0,295 315 Northern Ave,2210.0,186277.0,Hotel,Hotel ,9872681.1,2687400.1,7185279.6,,,,,,,,,,,,711083.0,,2022,53.0
103807,303751000.0,HS 148SST LLC,148 State St,2109.0,148 State St,2109.0,64450.0,Office,"Restaurant , Office ",4328462.5,2232456.9,2096005.6,,,,,,,,,,,,284360.0,,2022,67.2
103811,2101835200.0,HTA ST ELIZABETHS MOB 1 LLC,11 Nevins St Ste 201,2135.0,11 Nevins St,2135.0,50676.0,Medical Office,Medical Office ,4146804.4,156600.0,3990204.3,,,,,,,,,,,,323942.0,,2022,81.8
103812,2205448000.0,HTA ST ELIZABETHS MOB 2 LLC,272-280 Washington St,2135.0,280 272 Washington St,2135.0,30801.0,Medical Office,Medical Office ,2742461.8,1633200.1,1109261.7,,,,,,,,,,,,174482.0,,2022,89.0
103813,305640000.0,HTA-BIEWEND LLC,252-272 Tremont St,2116.0,252 272 Tremont St,2116.0,159885.0,Hospital (General Medical & Surgical),Hospital General Medical & Surgical ,13998981.1,,4765779.2,,,,9233201.6,,,,,,,,990058.0,,2022,87.6
103815,401147000.0,HUB CONTRACTING INC TRUSTEE,219-223 Columbus Ave,2116.0,219 223 Columbus Ave,2116.0,60506.0,Multifamily Housing,"Restaurant , Multifamily Housing , Parking ",2798433.8,,2798433.7,,,,,,,,,,,,221356.0,,2022,46.3
103816,2100073000.0,HUB PROPERTIES TRUST,20 Overland St,2215.0,21 27 Burlington Ave,2215.0,332676.0,Laboratory,Laboratory ,22136764.8,2971225.0,,,,,,,,,,,,,,,2022,66.5
103818,304308000.0,HUDSON FC GROUP LLC,118-120 Kingston St,2111.0,120 Kingston St,2111.0,291816.0,Multifamily Housing,Multifamily Housing ,12035926.9,3312900.1,8723027.1,,,,,,,,,,,,865940.0,,2022,41.2
103820,703648000.0,HUMPHREYS ST STUDIO LLC MASS LLC,11-13 Humphreys St,2125.0,11 13 Humphreys St,2125.0,23644.0,Other,Other ,472802.3,247600.0,225202.2,,,,,,,,,,,,30964.0,,2022,20.0
103821,1001783000.0,HUNTINGTON HILL EAST CD TR,238-246 S Huntington Ave,2115.0,238 246 S Huntington Ave,2115.0,45804.0,Multifamily Housing,Multifamily Housing ,3304365.6,524900.0,839737.6,,,,,,1939728.1,,,,,,238248.0,,2022,72.1
103823,402290000.0,HUNTINGTON THEATRE COMPANY  INC,264 Huntington Ave,2115.0,264 Huntington Ave,2115.0,41896.0,Performing Arts,Performing Arts ,3745613.8,2346100.1,1399513.7,,,,,,,,,,,,235303.0,,2022,89.4
103824,1201247000.0,HURLEY REALTY TRUST LLC MASS LLC,2538-2500 Washington St,2119.0,2538 2500 Washington St,2119.0,77420.0,Distribution Center,"Distribution Center , Parking ",1444689.7,765012.5,679677.2,0.0,,,,,,,,,,,94392.0,,2022,18.7
103825,1812974010.0,HURLEY/READVILLE REALTY,67 B Sprague St,2136.0,67 B Sprague St,2136.0,26058.0,Distribution Center,"Distribution Center , Parking ",929746.8,836910.0,92836.8,,,,,,,,,,,,51792.0,,2022,35.7
103826,1812975000.0,HURLEY/READVILLE REALTY LLC MASS LLC,Sprague St,2136.0,Sprague St,2136.0,41250.0,Distribution Center,Distribution Center ,147040.1,,147040.1,,,,,,,,,,,,11631.0,,2022,3.6
103827,1812975004.0,HURLEY/READVILLE REALTY LLC MASS LLC,Sprague St,2136.0,Sprague St,2136.0,24785.0,Distribution Center,"Distribution Center , Parking ",1259030.7,796660.0,462370.7,0.0,,,,,,,,,,,,,2022,50.8
103854,1809445000.0,HYDE PARK & RESERVATION CORP,1555 Hyde Park Ave,2136.0,1587 1589 Hyde Park Ave,2136.0,32000.0,Self-Storage Facility,Self-Storage Facility ,2515248.3,2510696.1,4552.2,,,,,,,,,,,,133703.0,,2022,78.6
103855,1905063000.0,HYDE PARK AVE VENTURE LLC,253-261 Hyde Park Ave,2130.0,253 261 Hyde Park Ave,2130.0,32240.0,Multifamily Housing,Multifamily Housing ,1698922.8,1213220.0,485703.0,,,,,,,,,,,,102853.0,,2022,52.7
103856,1809108000.0,HYDE PARK AVENUE LLC MASS LLC,1253-1263 Hyde Park Ave,2136.0,1253 1263 Hyde Park Ave,2136.0,26648.0,Other,Other ,2342554.0,1561625.7,780928.3,,,,,,,,,,,,144709.0,,2022,87.9
103860,1002301000.0,HYDE SQUARE COMMONS CONDO,319-329 Centre St,2130.0,319 -329a Centre St,2130.0,26856.0,Multifamily Housing,"Multifamily Housing , Other ",1437096.0,434200.0,1002896.0,,,,,,,,,,,,102389.0,,2022,53.5
103866,301512000.0,I ZUSSSMAN 219 RREALTY TRUST,100 N Washington St,2114.0,124 96 N Washington St,2114.0,55943.0,Office,Office ,1248258.7,,1248258.7,,,,,,,,,,,,98737.0,,2022,22.3
103871,1801487010.0,IELC LLC A MASS LLC,50 Poydras St,2136.0,36 Poydras St,2136.0,27894.0,Multifamily Housing,Multifamily Housing ,1475273.0,849706.7,625566.3,,,,,,,,,,,,94610.0,,2022,52.9
103874,301536000.0,"IMP VICTOR LLC, LESSEE",96-120 Beverly St,2114.0,95 Haverhill St,2114.0,311716.0,Multifamily Housing,"Multifamily Housing , Parking ",10171269.4,1898688.1,8272581.7,,,,,,,,,,,,755201.0,,2022,32.6
103875,503142000.0,INDEPENDENCE CONDO TR,282 Newbury St,2116.0,282 Newbury St,2116.0,15884.0,Multifamily Housing,Multifamily Housing ,1454370.2,1228100.0,226270.2,,,,,,,,,,,,83122.0,,2022,91.6
103876,303680000.0,INDIA BUILDING LLC,74-84 State St,2109.0,10 Merchants Ro,2109.0,133208.0,Office,"Restaurant , Office , Other ",5852708.6,1292188.1,4560520.1,,,,,,,,,,,,429365.0,,2022,43.9
103877,2202762002.0,INFINITY BROADCATING         CORPORATION,83 Leo M Birmingham Pkwy,2135.0,83 Leo M Birmingham Pw,2135.0,38758.0,Office,Office ,3459242.3,335067.8,3124174.6,,,,,,,,,,,,264918.0,,2022,89.3
103885,602671041.0,INSTITUTE OF CONTEMPORARY,100 Northern Ave,2110.0,100 Northern Ave,2110.0,65000.0,Museum,Museum ,12658557.2,7144437.9,5514119.6,,,,,,,,,,,,815608.0,,2022,194.7
103886,400001000.0,INTERFAITH HOUSING,278-284a Columbus Ave,2116.0,72 76 Clarendon St,2116.0,31230.0,Multifamily Housing,Multifamily Housing ,2757667.8,1979329.2,778338.6,,,,,,,,,,,,166689.0,,2022,88.3
103887,900628000.0,INTERFAITH HOUSING,68 W Concord St,2118.0,68 W Concord St,2118.0,38493.0,Multifamily Housing,Multifamily Housing ,1936980.5,1936980.5,,,,,,,,,,,,,102873.0,,2022,50.3
103888,703638000.0,INTERSTATE UNIFORM SERVICES CORPORATION,80-82 E Cottage St,2125.0,80 82 E Cottage St,2125.0,45000.0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant ,14510029.1,12430499.8,2079529.4,,,,,,,,,,,,,,2022,322.4
103891,501195000.0,IREP NEWBURY HOTEL LLC,15 Arlington St,2116.0,15 Arlington St,2116.0,289496.0,Hotel,Hotel ,24750979.1,3013100.0,13437752.6,,,,8300126.8,,,,,,,,1717640.0,,2022,85.5
103893,800789000.0,IRON MOUNTAIN INFORMATION  MANAGEMENT INC,30-32 George St,2119.0,32 30 George St,2119.0,242500.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse ,1932500.9,1047411.9,885088.8,,,,,,,,,,,,125639.0,,2022,8.0
103894,800823000.0,IRON MOUNTAIN INFORMATION  MANAGEMENT INC,134 Hampden St,2119.0,134 Hampden St,2119.0,70752.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse ,2280605.6,1940184.9,340420.7,,,,,,,,,,,,129970.0,,2022,32.2
103895,700251000.0,IRON WORKERS UNION LOCAL,215 Old Colony Ave,2127.0,185 215 Old Colony Ave,2127.0,21915.0,Other - Education,Other - Education ,2257242.4,1485979.9,771262.5,,,,,,,,,,,,139927.0,,2022,103.0
103896,1001052000.0,IROQUOIS ST LP MASS LP,170 Parker Hill Ave,2120.0,170 Parker Hill Ave,2120.0,40319.0,Multifamily Housing,Multifamily Housing ,2007547.7,1412338.0,595209.8,,,,,,,,,,,,122090.0,,2022,49.8
103900,401837000.0,ISABELLA GARDNER MUSEUM,280 Fenway,2115.0,280 Fenway St,2115.0,63800.0,Museum,Museum ,5954017.3,4812453.1,1141564.1,,,,,,,,,,,,345887.0,23795094.0,2022,93.3
"103900, 103901",,,25 Evans Way,2115.0,,,134830.0,Museum,,17486269.0,7571497.2,9914770.4,,,,,,,,,,,,,23795094.0,2022,129.7
103901,401837000.0,ISABELLA GARDNER MUSEUM,25 Evans Way,2115.0,280 Fenway St,2115.0,71030.0,Museum,Museum ,11532251.7,2759044.1,8773207.4,,,,,,,,,,,,840494.0,23795094.0,2022,162.4
103903,1001850100.0,J P L DEVELOPMENT LPS MASS LPS,315 Centre St,2130.0,315 Centre St,2130.0,43792.0,Strip Mall,"Strip Mall , Office , Parking ",3142849.2,906000.0,2236849.2,,,,,,,,,,,,225052.0,,2022,71.8
103904,306443000.0,JACE BOSTON LLC,1230-1264 Washington St,2118.0,1230 1264 Washington St,2118.0,60574.0,Manufacturing/Industrial Plant,"Manufacturing/Industrial Plant , Retail Store ",4028556.9,3466177.4,562379.5,,,,,,,,,,,,228573.0,,2022,66.5
103905,1001850010.0,JACKSON SQUARE LP,301 Centre St,2130.0,89 117 Bickford St,2130.0,46707.0,Supermarket/Grocery Store,Supermarket/Grocery Store ,8404340.5,2833704.0,5570635.9,,,,,,,,,,,,,,2022,179.9
103906,1001865000.0,JACKSON SQUARE LP,85 Bickford St,2130.0,85 Bickford St,2130.0,26890.0,Medical Office,Medical Office ,3121500.3,1186077.4,1935422.9,,,,,,,,,,,,216085.0,,2022,116.1
103907,801054000.0,JACOBSON ALAN TRSTS,500 Albany St,2118.0,500 Albany St,2118.0,31229.0,Wholesale Club/Supercenter,Wholesale Club/Supercenter ,1784568.2,1016663.4,767904.7,,,,,,,,,,,,114736.0,,2022,57.1
103908,1000016000.0,JAG  IG  LONGWOOD PROPERTY  LLC,75 Saint Alphonsus St,2120.0,75 St Alphonsus St,2120.0,304011.0,Multifamily Housing,Multifamily Housing ,28012406.8,22867701.1,5144705.7,,,,,,,,,,,,1621450.0,,2022,92.1
103910,1901499000.0,JAMAICA HOUSE CONDO TR,804 Centre St,2130.0,804 Centre St,2130.0,23305.0,Multifamily Housing,Multifamily Housing ,1226845.4,956400.0,270445.4,,,,,,,,,,,,72187.0,,2022,52.6
103911,1102178000.0,JAMAICA PLAIN COHOUSING,65 Cornwall St,2130.0,65 Cornwall St,2130.0,42519.0,Multifamily Housing,Multifamily Housing ,1476743.5,995535.5,481208.0,38914.0,,,,,,,,,,,90936.0,,2022,34.7
103913,1002467010.0,JAMAICA PLAIN NEIGHBORHOOD DEVELOPMENT CORPORATION,61 Heath St,2130.0,61 Heath St,2130.0,56920.0,Multifamily Housing,Multifamily Housing ,3212078.2,1877140.0,1334938.2,,,,,,,,,,,,205289.0,,2022,56.4
103914,1001607000.0,JAMAICA POND CONDO ASSN,70 Jamaicaway,2130.0,70 Jamaicaway St,2130.0,14108.0,Multifamily Housing,Multifamily Housing ,427881.8,,427881.9,,,,,,,,,,,,33845.0,,2022,30.3
103915,1001248000.0,JAMAICA VIEW LLC MASS LLC,70 Parker Hill Ave,2120.0,25 Sunset St,2120.0,29100.0,Multifamily Housing,"Multifamily Housing , Parking ",1955913.8,914800.0,1041113.8,,,,,,,,,,,,130937.0,,2022,67.2
103916,1001609000.0,JAMAICAWAY PLACE CONDO TR,40 Jamaicaway,2130.0,60 40 Jamaicaway St,2130.0,31942.0,Multifamily Housing,Multifamily Housing ,2755923.5,2378999.9,376923.6,,,,,,,,,,,,156163.0,,2022,86.3
103921,303029200.0,JAMES S CRAIG TRSTS,28-32 Atlantic Ave,2110.0,28 32 Atlantic Ave,2110.0,277225.0,Other,Other ,5564979.9,5535200.0,29779.9,,,,,,,,,,,,296330.0,,2022,20.1
103922,602674013.0,JAMESTOWN 21-23-25 DRYDOCK  LP,23 Dry Dock Ave,2210.0,21 25 Drydock Ave,2210.0,804862.0,Office,"Office , Laboratory , Manufacturing/Industrial Plant ",54805217.5,19347286.3,35457947.6,,,,,,,,,,,,3832258.0,,2022,68.1
103925,602674012.0,JAMESTOWN I DESIGN PLACE LP,17-19 Dry Dock Ave,2210.0,1 Design Center Pl,2210.0,556340.0,Other,"Restaurant , Office , Laboratory , Other ",29905715.6,14105165.3,15800548.9,,,,,,,,,,,,1998949.0,,2022,53.8
103926,2102551000.0,JCHE 132 CHA LLC,132 Chestnut Hill Ave,2135.0,132 Chestnut Hill Ave,2135.0,58480.0,Multifamily Housing,Multifamily Housing ,3149382.7,1289468.8,1859914.0,,,,,,,,,,,,215603.0,27985546.0,2022,53.9
103927,300050010.0,JDMD OWNER LLC,33  61 Temple St,2114.0,33 61 Temple St,2114.0,134725.0,Multifamily Housing,"Multifamily Housing , Parking ",4845664.6,1741699.8,3103964.6,,,,,,,,,,,,338025.0,,2022,36.0
103928,1001671000.0,JEFFERSON SCHOOLHOUSE,240 Heath St,2130.0,240 Heath St,2130.0,38215.0,Multifamily Housing,"Multifamily Housing , Parking ",1643649.1,,1643649.1,,,,,,,,,,,,130013.0,,2022,43.0
103930,303914000.0,JENNEY BUILDING ASSOCS LPS,146-150 Milk St,2109.0,150 146 Milk St,2109.0,20628.0,Office,Office ,759326.3,,759326.3,,,,,,,,,,,,60063.0,,2022,36.8
103932,2005752010.0,JER REALTY LLC,1800 Centre St,2132.0,1804 1810 Centre St,2132.0,55929.0,Supermarket/Grocery Store,"Supermarket/Grocery Store , Parking ",15671863.5,5571388.3,10100475.4,,,,,,,,,,,,1094844.0,,2022,280.2
103935,1000315000.0,JHB MASSACHUSETTS PROP LLC MASS LLC,364 Riverway,2115.0,364 352 Riverway St,2115.0,51324.0,Multifamily Housing,Multifamily Housing ,5191438.6,141800.0,629056.8,,,,,,4420581.8,,,,,,385341.0,,2022,101.2
103940,401115000.0,JOHN HANCOCK LIFE,190-200 Berkeley St,2116.0,90 St James St,2116.0,1624928.0,Financial Office,Financial Office ,75609708.1,,46276717.2,,,,29332997.5,,,,,,,,5608199.0,,2022,46.5
103942,201912010.0,JOHN HANCOCK LIFE INSURANCE,30 Caldwell St,2129.0,48 52 Brighton St,2129.0,152798.0,Multifamily Housing,"Multifamily Housing , Parking ",7324840.8,3831041.9,3493799.3,,,,,,,,,,,,479826.0,,2022,47.9
103943,203517600.0,JOHN HANCOCK LIFE INSURANCE,246-260 First Ave,2129.0,220 First Ave,2129.0,310639.0,Multifamily Housing,"Multifamily Housing , Parking , Other - Lodging/Residential ",14850309.4,5057828.6,9792480.9,,,,,,,,,,,,1043207.0,,2022,47.8
103944,401132000.0,JOHN HANCOCK MUTUAL LIFE,372-378 Stuart St,2116.0,372 380 Stuart St,2116.0,149420.0,Office,Office ,4328137.2,,2381917.2,,,,1946220.0,,,,,,,,304404.0,,2022,29.0
103945,306444000.0,JORDAN LOFTS CONDOMINIUM TRUST,477-481 Harrison Ave,2118.0,477 Harrison Ave,2118.0,33265.0,Multifamily Housing,Multifamily Housing ,1829940.1,922000.0,907940.0,,,,,,,,,,,,120785.0,,2022,55.0
103948,2101272000.0,JOSEPH P KENNEDY JR,30-80 Warren St,2135.0,80 30 Warren St,2135.0,75096.0,Hospital (General Medical & Surgical),Hospital General Medical & Surgical ,14774930.4,8322290.4,6452641.3,,,,,,,,,,,,952401.0,,2022,196.7
103949,2101272000.0,JOSEPH P KENNEDY JR,80 Warren St,2135.0,80 30 Warren St,2135.0,75096.0,Hospital (General Medical & Surgical),Hospital General Medical & Surgical ,14774930.4,8322290.4,6452641.3,,,,,,,,,,,,952401.0,,2022,196.7
103950,401519000.0,JOY REALTY ASSOC INC,28 Westland Ave,2115.0,28 Westland Ave,2115.0,23640.0,Multifamily Housing,Multifamily Housing ,233077.1,,233077.1,,,,,,,,,,,,18436.0,24063213.0,2022,9.9
103951,401520000.0,JOY REALTY ASSOC INC,24 Westland Ave,2115.0,24 Westland Ave,2115.0,19910.0,Multifamily Housing,Multifamily Housing ,3307495.1,3101099.8,206395.3,,,,,,,,,,,,181025.0,24063213.0,2022,166.1
